scan_time_kst,direction,symbol,score,cluster,return_2h
2026-06-15 18:00:00,long,KGENUSDT,76.4,LONG_CONTINUATION_C,0.1747
2026-06-15 18:00:00,short,DEXEUSDT,60.0,SHORT_ACCELERATION_C,-0.1587
2026-06-15 18:00:00,short,IOUSDT,59.8,SHORT_ACCELERATION_C,1.7205
2026-06-15 18:00:00,short,EVAAUSDT,59.1,SHORT_ACCELERATION_C,-0.8276
2026-06-15 20:00:00,long,AINUSDT,100.0,LONG_BASE_REVERSAL_C,1.7179
2026-06-15 20:00:00,long,AIOUSDT,100.0,LONG_CONTINUATION_A,-4.3942
2026-06-15 20:00:00,long,HUSDT,71.1,LONG_BASE_REVERSAL_D,-21.0395
2026-06-15 20:00:00,short,HUSDT,62.9,SHORT_ACCELERATION_B,21.0395
2026-06-15 20:00:00,short,AAVEUSDT,61.1,SHORT_TOP_REVERSAL_B,0.2698
2026-06-15 20:00:00,short,AINUSDT,60.0,SHORT_CONTINUATION_A,-1.7179
2026-06-15 22:00:00,long,BTWUSDT,100.0,LONG_CONTINUATION_A,-4.2305
2026-06-15 22:00:00,long,ARCUSDT,89.1,LONG_BASE_REVERSAL_C,-1.6923
2026-06-15 22:00:00,long,EPICUSDT,86.7,LONG_V_REVERSAL_B,-0.5992
2026-06-15 22:00:00,short,CROSSUSDT,73.0,SHORT_CONTINUATION_A,2.0695
2026-06-15 22:00:00,short,ALLOUSDT,58.1,SHORT_V_REVERSAL_B,-0.4902
2026-06-15 22:00:00,short,BASEDUSDT,57.9,SHORT_V_REVERSAL_B,-1.7315
