label_id,label_name,category,rank_key,model,split,trade_count,scan_count,avg_return_2h,top2_avg_return_2h,top5_avg_return_2h,win_rate,precision_top3,recall_top3_proxy,sharpe,sortino,mdd,coverage_pct,return_per_trade,return_per_scan,rank_ndcg5,rank_map,rank_p1,rank_p2,rank_p5,rank_r5,rank_mrr,rank_hit_top3,split_type,fold_id
return_12h,12h close return,return,return_12h,catboost_ranker,blind,272,55,4.3675,6.2893,4.3675,51.1,51.47,51.1,8.3549,22.2974,-33.4481,100.0,4.3675,21.5993,0.725,1.0,0.8364,0.7818,0.5091,0.8545,0.9091,1.0,blind_holdout,
return_12h,12h close return,return,,catboost_ranker,,272,55,4.3675,6.2893,4.3675,51.1,51.47,51.1,8.3549,22.2974,-33.4481,100.0,4.3675,21.5993,0.725,1.0,0.8364,0.7818,0.5091,0.8545,0.9091,1.0,monthly,2026-06
return_12h,12h close return,return,,catboost_ranker,,35,7,7.7168,8.7467,7.7168,74.29,54.29,74.29,4.8031,14.7465,-18.1959,100.0,7.7168,38.5842,0.6349,1.0,0.8571,0.7857,0.5429,0.9048,0.9286,1.0,weekly,2026-06-11
return_12h,12h close return,return,,catboost_ranker,,60,12,6.2179,6.7292,6.2179,60.0,45.0,60.0,4.821,17.4897,-19.5763,100.0,6.2179,31.0896,0.6128,1.0,0.75,0.5833,0.45,0.75,0.875,1.0,weekly,2026-06-12
return_12h,12h close return,return,,catboost_ranker,,57,12,2.3213,4.0355,2.3213,40.35,56.14,40.35,2.6182,5.7696,-17.7977,100.0,2.3213,11.0262,0.834,1.0,0.9167,0.9167,0.5333,0.9167,0.9583,1.0,weekly,2026-06-13
return_12h,12h close return,return,,catboost_ranker,,60,12,2.9606,4.1413,2.9606,50.0,53.33,50.0,3.3308,5.8276,-33.4481,100.0,2.9606,14.803,0.7695,1.0,0.75,0.75,0.5333,0.8889,0.8472,1.0,weekly,2026-06-14
return_12h,12h close return,return,,catboost_ranker,,60,12,3.9141,8.8176,3.9141,40.0,50.0,40.0,3.4253,9.7288,-19.3594,100.0,3.9141,19.5705,0.7361,1.0,0.9167,0.875,0.5,0.8333,0.9444,1.0,weekly,2026-06-15
return_12h,12h close return,return,,catboost_ranker,walk_forward,272,55,4.3675,6.2893,4.3675,51.1,34.56,51.1,8.3549,22.2974,-33.4481,100.0,4.3675,21.5993,0.5019,0.5479,0.4364,0.4273,0.3418,0.5758,0.6508,0.9818,,
avg_return_multi,Multi-horizon average return,return,avg_return_multi,catboost_ranker,blind,272,55,4.8474,8.2508,4.8474,55.15,56.25,55.15,9.5798,26.6294,-31.485,100.0,4.8474,23.9726,0.8455,1.0,0.9273,0.8455,0.5564,0.9333,0.9636,1.0,blind_holdout,
avg_return_multi,Multi-horizon average return,return,,catboost_ranker,,272,55,4.8474,8.2508,4.8474,55.15,56.25,55.15,9.5798,26.6294,-31.485,100.0,4.8474,23.9726,0.8455,1.0,0.9273,0.8455,0.5564,0.9333,0.9636,1.0,monthly,2026-06
avg_return_multi,Multi-horizon average return,return,,catboost_ranker,,35,7,7.9878,14.2228,7.9878,80.0,54.29,80.0,5.0858,16.1721,-17.0784,100.0,7.9878,39.9391,0.7353,1.0,0.7143,0.7857,0.5429,0.9048,0.8571,1.0,weekly,2026-06-11
avg_return_multi,Multi-horizon average return,return,,catboost_ranker,,60,12,7.2474,10.5345,7.2474,68.33,55.0,68.33,6.0759,36.5407,-9.9589,100.0,7.2474,36.2372,0.7453,1.0,0.9167,0.7083,0.55,0.9167,0.9583,1.0,weekly,2026-06-12
avg_return_multi,Multi-horizon average return,return,,catboost_ranker,,57,12,3.3361,4.6778,3.3361,42.11,57.89,42.11,4.5669,24.204,-6.3609,100.0,3.3361,15.8464,0.9275,1.0,1.0,0.9583,0.55,0.9444,1.0,1.0,weekly,2026-06-13
avg_return_multi,Multi-horizon average return,return,,catboost_ranker,,60,12,3.0825,5.5807,3.0825,51.67,56.67,51.67,3.4444,6.063,-31.485,100.0,3.0825,15.4127,0.9126,1.0,1.0,0.875,0.5667,0.9444,1.0,1.0,weekly,2026-06-14
avg_return_multi,Multi-horizon average return,return,,catboost_ranker,,60,12,3.816,8.7262,3.816,43.33,56.67,43.33,3.2029,7.3683,-25.6491,100.0,3.816,19.0801,0.861,1.0,0.9167,0.875,0.5667,0.9444,0.9583,1.0,weekly,2026-06-15
avg_return_multi,Multi-horizon average return,return,,catboost_ranker,walk_forward,272,55,4.8474,8.2508,4.8474,55.15,46.32,55.15,9.5798,26.6294,-31.485,100.0,4.8474,23.9726,0.739,0.7078,0.7636,0.5909,0.4582,0.7697,0.8558,1.0,,
max_return_multi,Multi-horizon max return,return,max_return_multi,catboost_ranker,blind,272,55,4.272,8.326,4.272,50.37,56.25,50.37,8.0265,21.714,-32.8528,100.0,4.272,21.1272,0.8996,1.0,0.9636,0.8818,0.5564,0.9333,0.9818,1.0,blind_holdout,
max_return_multi,Multi-horizon max return,return,,catboost_ranker,,272,55,4.272,8.326,4.272,50.37,56.25,50.37,8.0265,21.714,-32.8528,100.0,4.272,21.1272,0.8996,1.0,0.9636,0.8818,0.5564,0.9333,0.9818,1.0,monthly,2026-06
max_return_multi,Multi-horizon max return,return,,catboost_ranker,,35,7,7.5107,13.054,7.5107,74.29,54.29,74.29,4.6088,14.3015,-17.0784,100.0,7.5107,37.5536,0.8289,1.0,1.0,0.8571,0.5429,0.9048,1.0,1.0,weekly,2026-06-11
max_return_multi,Multi-horizon max return,return,,catboost_ranker,,60,12,6.9977,12.0653,6.9977,63.33,58.33,63.33,5.6382,34.4696,-10.8419,100.0,6.9977,34.9885,0.8876,1.0,0.9167,0.9167,0.5833,0.9722,0.9583,1.0,weekly,2026-06-12
max_return_multi,Multi-horizon max return,return,,catboost_ranker,,57,12,1.8537,3.8525,1.8537,33.33,54.39,33.33,2.1006,5.0801,-14.9424,100.0,1.8537,8.8053,0.9078,1.0,1.0,0.9167,0.5167,0.8889,1.0,1.0,weekly,2026-06-13
max_return_multi,Multi-horizon max return,return,,catboost_ranker,,60,12,2.7768,6.8409,2.7768,50.0,56.67,50.0,3.0696,5.4533,-32.8528,100.0,2.7768,13.8838,0.917,1.0,0.9167,0.7917,0.5667,0.9444,0.9583,1.0,weekly,2026-06-14
max_return_multi,Multi-horizon max return,return,,catboost_ranker,,60,12,3.4498,7.7873,3.4498,40.0,56.67,40.0,2.8267,6.6575,-28.0307,100.0,3.4498,17.2492,0.9273,1.0,1.0,0.9167,0.5667,0.9444,1.0,1.0,weekly,2026-06-15
max_return_multi,Multi-horizon max return,return,,catboost_ranker,walk_forward,272,55,4.272,8.326,4.272,50.37,44.12,50.37,8.0265,21.714,-32.8528,100.0,4.272,21.1272,0.7283,0.7197,0.7636,0.6364,0.4364,0.7333,0.8614,0.9818,,
return_minus_dd,Return + drawdown (2h),risk_adjusted,return_minus_dd,catboost_ranker,blind,272,55,5.2608,8.5783,5.2608,54.78,45.59,54.78,11.149,39.599,-34.9749,100.0,5.2608,26.0172,0.7414,1.0,0.8727,0.7636,0.4509,0.7576,0.9233,1.0,blind_holdout,
return_minus_dd,Return + drawdown (2h),risk_adjusted,,catboost_ranker,,272,55,5.2608,8.5783,5.2608,54.78,45.59,54.78,11.149,39.599,-34.9749,100.0,5.2608,26.0172,0.7414,1.0,0.8727,0.7636,0.4509,0.7576,0.9233,1.0,monthly,2026-06
return_minus_dd,Return + drawdown (2h),risk_adjusted,,catboost_ranker,,35,7,8.2063,13.5614,8.2063,71.43,42.86,71.43,5.7881,61.1338,-4.322,100.0,8.2063,41.0315,0.6365,1.0,0.7143,0.7857,0.4286,0.7143,0.8571,1.0,weekly,2026-06-11
return_minus_dd,Return + drawdown (2h),risk_adjusted,,catboost_ranker,,60,12,7.5716,9.9052,7.5716,73.33,45.0,73.33,6.6011,69.5084,-6.5888,100.0,7.5716,37.8579,0.581,1.0,0.75,0.5833,0.45,0.75,0.8361,1.0,weekly,2026-06-12
return_minus_dd,Return + drawdown (2h),risk_adjusted,,catboost_ranker,,57,12,3.3878,5.6335,3.3878,36.84,49.12,36.84,4.8347,64.1281,-3.5216,100.0,3.3878,16.0918,0.8321,1.0,0.9167,0.8333,0.4667,0.8056,0.9583,1.0,weekly,2026-06-13
return_minus_dd,Return + drawdown (2h),risk_adjusted,,catboost_ranker,,60,12,3.2849,6.0368,3.2849,50.0,45.0,50.0,3.8552,6.963,-34.9749,100.0,3.2849,16.4245,0.8406,1.0,1.0,0.8333,0.45,0.75,1.0,1.0,weekly,2026-06-14
return_minus_dd,Return + drawdown (2h),risk_adjusted,,catboost_ranker,,60,12,4.9873,9.831,4.9873,48.33,45.0,48.33,4.7297,14.9619,-19.3594,100.0,4.9873,24.9363,0.7729,1.0,0.9167,0.7917,0.45,0.75,0.9375,1.0,weekly,2026-06-15
return_minus_dd,Return + drawdown (2h),risk_adjusted,,catboost_ranker,walk_forward,272,55,5.2608,8.5783,5.2608,54.78,50.0,54.78,11.149,39.599,-34.9749,100.0,5.2608,26.0172,0.7587,0.6303,0.7273,0.7091,0.4945,0.8303,0.8545,1.0,,
return_per_risk,Return / |drawdown|,risk_adjusted,return_per_risk,catboost_ranker,blind,272,55,4.2009,5.3737,4.2009,44.12,30.51,44.12,10.2405,37.9103,-31.4496,100.0,4.2009,20.7751,0.4348,1.0,0.3818,0.3818,0.3018,0.5091,0.5894,0.9091,blind_holdout,
return_per_risk,Return / |drawdown|,risk_adjusted,,catboost_ranker,,272,55,4.2009,5.3737,4.2009,44.12,30.51,44.12,10.2405,37.9103,-31.4496,100.0,4.2009,20.7751,0.4348,1.0,0.3818,0.3818,0.3018,0.5091,0.5894,0.9091,monthly,2026-06
return_per_risk,Return / |drawdown|,risk_adjusted,,catboost_ranker,,35,7,5.455,5.3907,5.455,60.0,20.0,60.0,5.6475,43.3779,-4.4657,100.0,5.455,27.275,0.1895,1.0,0.0,0.0714,0.2,0.3333,0.2976,0.8571,weekly,2026-06-11
return_per_risk,Return / |drawdown|,risk_adjusted,,catboost_ranker,,60,12,4.9494,5.4455,4.9494,50.0,21.67,50.0,4.8308,45.198,-6.5888,100.0,4.9494,24.7468,0.229,1.0,0.1667,0.2083,0.2167,0.3611,0.4034,0.75,weekly,2026-06-12
return_per_risk,Return / |drawdown|,risk_adjusted,,catboost_ranker,,57,12,3.355,4.5326,3.355,35.09,40.35,35.09,4.7737,51.1375,-3.5216,100.0,3.355,15.9365,0.6376,1.0,0.75,0.5833,0.3833,0.6667,0.8292,1.0,weekly,2026-06-13
return_per_risk,Return / |drawdown|,risk_adjusted,,catboost_ranker,,60,12,2.6595,5.4663,2.6595,40.0,35.0,40.0,3.3057,5.664,-31.4496,100.0,2.6595,13.2977,0.5491,1.0,0.4167,0.5417,0.35,0.5833,0.6944,1.0,weekly,2026-06-14
return_per_risk,Return / |drawdown|,risk_adjusted,,catboost_ranker,,60,12,5.0656,6.0404,5.0656,41.67,31.67,41.67,5.3098,92.9576,-1.8772,100.0,5.0656,25.3279,0.4666,1.0,0.4167,0.375,0.3167,0.5278,0.6006,0.9167,weekly,2026-06-15
return_per_risk,Return / |drawdown|,risk_adjusted,,catboost_ranker,walk_forward,272,55,4.2009,5.3737,4.2009,44.12,52.57,44.12,10.2405,37.9103,-31.4496,100.0,4.2009,20.7751,0.8357,0.4647,0.9273,0.7545,0.52,0.8727,0.9576,1.0,,
drawdown_resilience,Return minus abs drawdown,risk_adjusted,drawdown_resilience,catboost_ranker,blind,272,55,5.2608,8.5783,5.2608,54.78,45.59,54.78,11.149,39.599,-34.9749,100.0,5.2608,26.0172,0.7414,1.0,0.8727,0.7636,0.4509,0.7576,0.9233,1.0,blind_holdout,
drawdown_resilience,Return minus abs drawdown,risk_adjusted,,catboost_ranker,,272,55,5.2608,8.5783,5.2608,54.78,45.59,54.78,11.149,39.599,-34.9749,100.0,5.2608,26.0172,0.7414,1.0,0.8727,0.7636,0.4509,0.7576,0.9233,1.0,monthly,2026-06
drawdown_resilience,Return minus abs drawdown,risk_adjusted,,catboost_ranker,,35,7,8.2063,13.5614,8.2063,71.43,42.86,71.43,5.7881,61.1338,-4.322,100.0,8.2063,41.0315,0.6365,1.0,0.7143,0.7857,0.4286,0.7143,0.8571,1.0,weekly,2026-06-11
drawdown_resilience,Return minus abs drawdown,risk_adjusted,,catboost_ranker,,60,12,7.5716,9.9052,7.5716,73.33,45.0,73.33,6.6011,69.5084,-6.5888,100.0,7.5716,37.8579,0.581,1.0,0.75,0.5833,0.45,0.75,0.8361,1.0,weekly,2026-06-12
drawdown_resilience,Return minus abs drawdown,risk_adjusted,,catboost_ranker,,57,12,3.3878,5.6335,3.3878,36.84,49.12,36.84,4.8347,64.1281,-3.5216,100.0,3.3878,16.0918,0.8321,1.0,0.9167,0.8333,0.4667,0.8056,0.9583,1.0,weekly,2026-06-13
drawdown_resilience,Return minus abs drawdown,risk_adjusted,,catboost_ranker,,60,12,3.2849,6.0368,3.2849,50.0,45.0,50.0,3.8552,6.963,-34.9749,100.0,3.2849,16.4245,0.8406,1.0,1.0,0.8333,0.45,0.75,1.0,1.0,weekly,2026-06-14
drawdown_resilience,Return minus abs drawdown,risk_adjusted,,catboost_ranker,,60,12,4.9873,9.831,4.9873,48.33,45.0,48.33,4.7297,14.9619,-19.3594,100.0,4.9873,24.9363,0.7729,1.0,0.9167,0.7917,0.45,0.75,0.9375,1.0,weekly,2026-06-15
drawdown_resilience,Return minus abs drawdown,risk_adjusted,,catboost_ranker,walk_forward,272,55,5.2608,8.5783,5.2608,54.78,50.0,54.78,11.149,39.599,-34.9749,100.0,5.2608,26.0172,0.7587,0.6303,0.7273,0.7091,0.4945,0.8303,0.8545,1.0,,
peak_efficiency,Close return / MFE,efficiency,peak_efficiency,catboost_ranker,blind,272,55,4.7899,6.7669,4.7899,48.9,41.91,48.9,10.7536,58.3067,-19.3594,100.0,4.7899,23.688,0.6506,1.0,0.6909,0.6273,0.4145,0.697,0.8224,1.0,blind_holdout,
peak_efficiency,Close return / MFE,efficiency,,catboost_ranker,,272,55,4.7899,6.7669,4.7899,48.9,41.91,48.9,10.7536,58.3067,-19.3594,100.0,4.7899,23.688,0.6506,1.0,0.6909,0.6273,0.4145,0.697,0.8224,1.0,monthly,2026-06
peak_efficiency,Close return / MFE,efficiency,,catboost_ranker,,35,7,7.1985,10.2823,7.1985,54.29,37.14,54.29,5.0061,118.2787,-2.15,100.0,7.1985,35.9924,0.5517,1.0,0.7143,0.4286,0.3714,0.619,0.8333,1.0,weekly,2026-06-11
peak_efficiency,Close return / MFE,efficiency,,catboost_ranker,,60,12,6.1789,6.882,6.1789,63.33,33.33,63.33,5.4291,132.8539,-2.2641,100.0,6.1789,30.8944,0.4887,1.0,0.5,0.375,0.3333,0.5556,0.6833,1.0,weekly,2026-06-12
peak_efficiency,Close return / MFE,efficiency,,catboost_ranker,,57,12,3.1281,5.0885,3.1281,33.33,49.12,33.33,4.4841,58.4644,-3.5216,100.0,3.1281,14.8583,0.7416,1.0,0.75,0.7917,0.4667,0.8056,0.875,1.0,weekly,2026-06-13
peak_efficiency,Close return / MFE,efficiency,,catboost_ranker,,60,12,3.7031,6.5467,3.7031,48.33,45.0,48.33,5.6122,23.6894,-7.0742,100.0,3.7031,18.5153,0.7767,1.0,0.8333,0.8333,0.45,0.75,0.9167,1.0,weekly,2026-06-14
peak_efficiency,Close return / MFE,efficiency,,catboost_ranker,,60,12,4.6613,6.4998,4.6613,46.67,43.33,46.67,4.5455,14.333,-19.3594,100.0,4.6613,23.3065,0.6531,1.0,0.6667,0.625,0.4333,0.7222,0.8083,1.0,weekly,2026-06-15
peak_efficiency,Close return / MFE,efficiency,,catboost_ranker,walk_forward,272,55,4.7899,6.7669,4.7899,48.9,36.4,48.9,10.7536,58.3067,-19.3594,100.0,4.7899,23.688,0.4786,0.5338,0.4727,0.4182,0.36,0.6061,0.6591,0.9091,,
recovery_speed,Return minus MAE,efficiency,recovery_speed,catboost_ranker,blind,272,55,3.4151,6.7583,3.4151,49.26,54.04,49.26,5.7309,11.9311,-69.0725,100.0,3.4151,16.8892,0.8486,1.0,0.9636,0.8364,0.5345,0.897,0.9818,1.0,blind_holdout,
recovery_speed,Return minus MAE,efficiency,,catboost_ranker,,272,55,3.4151,6.7583,3.4151,49.26,54.04,49.26,5.7309,11.9311,-69.0725,100.0,3.4151,16.8892,0.8486,1.0,0.9636,0.8364,0.5345,0.897,0.9818,1.0,monthly,2026-06
recovery_speed,Return minus MAE,efficiency,,catboost_ranker,,35,7,6.1531,12.5421,6.1531,62.86,40.0,62.86,3.4729,9.5849,-18.5269,100.0,6.1531,30.7656,0.7101,1.0,1.0,0.7857,0.4,0.6667,1.0,1.0,weekly,2026-06-11
recovery_speed,Return minus MAE,efficiency,,catboost_ranker,,60,12,5.7864,9.156,5.7864,61.67,56.67,61.67,4.0868,12.0558,-41.6269,100.0,5.7864,28.9322,0.7367,1.0,0.9167,0.75,0.5667,0.9444,0.9583,1.0,weekly,2026-06-12
recovery_speed,Return minus MAE,efficiency,,catboost_ranker,,57,12,2.283,4.6365,2.283,38.6,57.89,38.6,2.5745,5.7721,-21.5363,100.0,2.283,10.8444,0.9229,1.0,1.0,0.9583,0.55,0.9444,1.0,1.0,weekly,2026-06-13
recovery_speed,Return minus MAE,efficiency,,catboost_ranker,,60,12,1.8102,3.443,1.8102,48.33,53.33,48.33,1.6851,2.6365,-41.3471,100.0,1.8102,9.051,0.8937,1.0,0.9167,0.75,0.5333,0.8889,0.9583,1.0,weekly,2026-06-14
recovery_speed,Return minus MAE,efficiency,,catboost_ranker,,60,12,2.1269,6.4236,2.1269,40.0,56.67,40.0,1.4664,2.5956,-69.0725,100.0,2.1269,10.6347,0.9219,1.0,1.0,0.9167,0.5667,0.9444,1.0,1.0,weekly,2026-06-15
recovery_speed,Return minus MAE,efficiency,,catboost_ranker,walk_forward,272,55,3.4151,6.7583,3.4151,49.26,51.47,49.26,5.7309,11.9311,-69.0725,100.0,3.4151,16.8892,0.7738,0.7547,0.7455,0.7727,0.5091,0.8545,0.8682,1.0,,
intrabar_sharpe,Intrabar Sharpe (2h window),risk_adjusted,intrabar_sharpe,catboost_ranker,blind,272,55,4.3708,7.1886,4.3708,45.22,41.54,45.22,9.649,42.598,-19.3594,100.0,4.3708,21.6154,0.6292,1.0,0.7455,0.7,0.4109,0.6909,0.8667,1.0,blind_holdout,
intrabar_sharpe,Intrabar Sharpe (2h window),risk_adjusted,,catboost_ranker,,272,55,4.3708,7.1886,4.3708,45.22,41.54,45.22,9.649,42.598,-19.3594,100.0,4.3708,21.6154,0.6292,1.0,0.7455,0.7,0.4109,0.6909,0.8667,1.0,monthly,2026-06
intrabar_sharpe,Intrabar Sharpe (2h window),risk_adjusted,,catboost_ranker,,35,7,6.6226,9.7261,6.6226,57.14,31.43,57.14,4.4781,39.9255,-4.322,100.0,6.6226,33.113,0.4915,1.0,0.8571,0.5714,0.3143,0.5238,0.9048,1.0,weekly,2026-06-11
intrabar_sharpe,Intrabar Sharpe (2h window),risk_adjusted,,catboost_ranker,,60,12,6.2996,8.8528,6.2996,55.0,38.33,55.0,5.4867,250.2986,-1.4829,100.0,6.2996,31.4978,0.5618,1.0,0.5833,0.625,0.3833,0.6389,0.7917,1.0,weekly,2026-06-12
intrabar_sharpe,Intrabar Sharpe (2h window),risk_adjusted,,catboost_ranker,,57,12,2.8123,4.3438,2.8123,33.33,49.12,33.33,3.7885,21.617,-6.3609,100.0,2.8123,13.3583,0.7084,1.0,0.6667,0.75,0.4667,0.8056,0.8333,1.0,weekly,2026-06-13
intrabar_sharpe,Intrabar Sharpe (2h window),risk_adjusted,,catboost_ranker,,60,12,3.2824,6.5055,3.2824,43.33,45.0,43.33,4.5226,13.2289,-12.8346,100.0,3.2824,16.412,0.7367,1.0,0.8333,0.875,0.45,0.75,0.9167,1.0,weekly,2026-06-14
intrabar_sharpe,Intrabar Sharpe (2h window),risk_adjusted,,catboost_ranker,,60,12,3.6973,7.572,3.6973,41.67,40.0,41.67,3.7871,10.4707,-19.3594,100.0,3.6973,18.4867,0.5903,1.0,0.8333,0.625,0.4,0.6667,0.9028,1.0,weekly,2026-06-15
intrabar_sharpe,Intrabar Sharpe (2h window),risk_adjusted,,catboost_ranker,walk_forward,272,55,4.3708,7.1886,4.3708,45.22,36.03,45.22,9.649,42.598,-19.3594,100.0,4.3708,21.6154,0.5087,0.5408,0.5091,0.5,0.3564,0.6,0.6981,0.9273,,
intrabar_sortino,Intrabar Sortino (2h window),risk_adjusted,intrabar_sortino,catboost_ranker,blind,272,55,3.9469,5.8965,3.9469,45.59,41.54,45.59,9.6306,36.3596,-19.3594,100.0,3.9469,19.5191,0.6192,1.0,0.8,0.6636,0.4109,0.6909,0.8773,0.9636,blind_holdout,
intrabar_sortino,Intrabar Sortino (2h window),risk_adjusted,,catboost_ranker,,272,55,3.9469,5.8965,3.9469,45.59,41.54,45.59,9.6306,36.3596,-19.3594,100.0,3.9469,19.5191,0.6192,1.0,0.8,0.6636,0.4109,0.6909,0.8773,0.9636,monthly,2026-06
intrabar_sortino,Intrabar Sortino (2h window),risk_adjusted,,catboost_ranker,,35,7,5.538,6.6877,5.538,54.29,28.57,54.29,5.1174,46.3608,-3.5867,100.0,5.538,27.6902,0.3684,1.0,0.5714,0.4286,0.2857,0.4762,0.7302,0.8571,weekly,2026-06-11
intrabar_sortino,Intrabar Sortino (2h window),risk_adjusted,,catboost_ranker,,60,12,5.811,9.5963,5.811,58.33,41.67,58.33,5.2629,34.2978,-11.8153,100.0,5.811,29.055,0.6194,1.0,0.75,0.7083,0.4167,0.6944,0.875,1.0,weekly,2026-06-12
intrabar_sortino,Intrabar Sortino (2h window),risk_adjusted,,catboost_ranker,,57,12,2.2084,2.9735,2.2084,33.33,50.88,33.33,4.9669,16.6501,-7.3294,100.0,2.2084,10.4898,0.779,1.0,0.9167,0.75,0.4833,0.8333,0.9583,1.0,weekly,2026-06-13
intrabar_sortino,Intrabar Sortino (2h window),risk_adjusted,,catboost_ranker,,60,12,2.6626,4.6579,2.6626,41.67,43.33,41.67,3.8337,10.3049,-12.7688,100.0,2.6626,13.313,0.6599,1.0,0.75,0.6667,0.4333,0.7222,0.8333,1.0,weekly,2026-06-14
intrabar_sortino,Intrabar Sortino (2h window),risk_adjusted,,catboost_ranker,,60,12,4.0904,5.8968,4.0904,43.33,38.33,43.33,4.0599,11.7049,-19.3594,100.0,4.0904,20.4522,0.5648,1.0,0.9167,0.6667,0.3833,0.6389,0.9286,0.9167,weekly,2026-06-15
intrabar_sortino,Intrabar Sortino (2h window),risk_adjusted,,catboost_ranker,walk_forward,272,55,3.9469,5.8965,3.9469,45.59,36.03,45.59,9.6306,36.3596,-19.3594,100.0,3.9469,19.5191,0.5197,0.5222,0.4545,0.5091,0.3564,0.6,0.6561,0.9455,,
mfe_2h,MFE alias (2h),mfe,mfe_2h,catboost_ranker,blind,272,55,4.4558,7.5423,4.4558,51.47,54.04,51.47,8.4968,20.8916,-36.5195,100.0,4.4558,22.036,0.8336,1.0,0.9091,0.8545,0.5345,0.897,0.9515,1.0,blind_holdout,
mfe_2h,MFE alias (2h),mfe,,catboost_ranker,,272,55,4.4558,7.5423,4.4558,51.47,54.04,51.47,8.4968,20.8916,-36.5195,100.0,4.4558,22.036,0.8336,1.0,0.9091,0.8545,0.5345,0.897,0.9515,1.0,monthly,2026-06
mfe_2h,MFE alias (2h),mfe,,catboost_ranker,,35,7,6.8371,11.404,6.8371,71.43,48.57,71.43,4.1343,11.2635,-17.0784,100.0,6.8371,34.1856,0.6152,1.0,0.5714,0.6429,0.4857,0.8095,0.7619,1.0,weekly,2026-06-11
mfe_2h,MFE alias (2h),mfe,,catboost_ranker,,60,12,6.9666,11.0921,6.9666,65.0,50.0,65.0,5.7981,34.3125,-16.5477,100.0,6.9666,34.8328,0.725,1.0,0.8333,0.8333,0.5,0.8333,0.9167,1.0,weekly,2026-06-12
mfe_2h,MFE alias (2h),mfe,,catboost_ranker,,57,12,3.3504,4.6188,3.3504,42.11,57.89,42.11,4.5867,23.4924,-6.3609,100.0,3.3504,15.9145,0.9297,1.0,1.0,0.9583,0.55,0.9444,1.0,1.0,weekly,2026-06-13
mfe_2h,MFE alias (2h),mfe,,catboost_ranker,,60,12,2.3091,5.0738,2.3091,46.67,53.33,46.67,2.2304,3.4372,-36.5195,100.0,2.3091,11.5455,0.9085,1.0,1.0,0.875,0.5333,0.8889,1.0,1.0,weekly,2026-06-14
mfe_2h,MFE alias (2h),mfe,,catboost_ranker,,60,12,3.7528,7.132,3.7528,40.0,58.33,40.0,3.1064,7.2053,-25.6491,100.0,3.7528,18.7638,0.8988,1.0,1.0,0.875,0.5833,0.9722,1.0,1.0,weekly,2026-06-15
mfe_2h,MFE alias (2h),mfe,,catboost_ranker,walk_forward,272,55,4.4558,7.5423,4.4558,51.47,52.94,51.47,8.4968,20.8916,-36.5195,100.0,4.4558,22.036,0.8409,0.7892,0.9273,0.8455,0.5236,0.8788,0.9606,1.0,,
mae_2h,"MAE (2h, lower better)",mae,mae_2h,catboost_ranker,blind,272,55,2.887,3.2421,2.887,33.09,18.75,33.09,9.5813,27.3949,-33.5822,100.0,2.887,14.2777,0.2435,1.0,0.1455,0.1727,0.1855,0.3152,0.3488,0.6182,blind_holdout,
mae_2h,"MAE (2h, lower better)",mae,,catboost_ranker,,272,55,2.887,3.2421,2.887,33.09,18.75,33.09,9.5813,27.3949,-33.5822,100.0,2.887,14.2777,0.2435,1.0,0.1455,0.1727,0.1855,0.3152,0.3488,0.6182,monthly,2026-06
mae_2h,"MAE (2h, lower better)",mae,,catboost_ranker,,35,7,3.4958,3.1358,3.4958,37.14,5.71,37.14,4.0901,28.5922,-3.9458,100.0,3.4958,17.4792,0.108,1.0,0.0,0.0,0.0571,0.0952,0.1892,0.2857,weekly,2026-06-11
mae_2h,"MAE (2h, lower better)",mae,,catboost_ranker,,60,12,3.1372,3.807,3.1372,38.33,11.67,38.33,6.2974,100.7599,-2.3446,100.0,3.1372,15.6862,0.1073,1.0,0.0,0.0833,0.1167,0.1944,0.1898,0.5,weekly,2026-06-12
mae_2h,"MAE (2h, lower better)",mae,,catboost_ranker,,57,12,2.9591,3.9313,2.9591,28.07,31.58,28.07,4.2412,48.745,-3.5216,100.0,2.9591,14.0557,0.4295,1.0,0.3333,0.375,0.3,0.5278,0.548,0.8333,weekly,2026-06-13
mae_2h,"MAE (2h, lower better)",mae,,catboost_ranker,,60,12,2.109,2.0983,2.109,31.67,25.0,31.67,2.8413,4.6009,-33.5822,100.0,2.109,10.545,0.3646,1.0,0.3333,0.2083,0.25,0.4167,0.4993,0.8333,weekly,2026-06-14
mae_2h,"MAE (2h, lower better)",mae,,catboost_ranker,,60,12,2.9913,3.1937,2.9913,31.67,15.0,31.67,4.9591,70.4779,-1.9559,100.0,2.9913,14.9565,0.1516,1.0,0.0,0.125,0.15,0.25,0.2514,0.5,weekly,2026-06-15
mae_2h,"MAE (2h, lower better)",mae,,catboost_ranker,walk_forward,272,55,2.887,3.2421,2.887,33.09,55.51,33.09,9.5813,27.3949,-33.5822,100.0,2.887,14.2777,0.8529,0.3268,0.8909,0.8636,0.5491,0.9212,0.9455,1.0,,
max_drawdown_2h,Max drawdown (less negative better),mae,max_drawdown_2h,catboost_ranker,blind,272,55,-1.9875,-5.1857,-1.9875,16.54,25.0,16.54,-4.0333,-5.9776,-546.8798,100.0,-1.9875,-9.8289,0.3305,1.0,0.2909,0.2909,0.2473,0.4182,0.5,0.8182,blind_holdout,
