rule_id,rule_expr,direction,cluster_id,activation_conditions,preferred_regime,avoid_regime,volatility_preference,trend_preference,time_preference,expected_holding_profile,confidence,sample_size,avg_return_2h,precision_pct,status_tags,discovery_decision
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.5,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,42.86,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.625,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,42.86,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.75,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,42.86,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(execution_score >= -0.2779 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,strong_breakout,(execution_score >= -0.2779 AND (obs_return_pct - gap_to_best_entry) >= -5.877),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_pattern_confidence_lte_0.452425,(execution_score >= -0.2779 AND pattern_confidence <= 0.4524),long,bull_trend,(execution_score >= -0.2779 AND pattern_confidence <= 0.4524),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_pattern_confidence_lte_0.474463,(execution_score >= -0.2779 AND pattern_confidence <= 0.4745),long,bull_trend,(execution_score >= -0.2779 AND pattern_confidence <= 0.4745),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_9.53875,(execution_score >= -0.2779 AND obs_body_pct >= 9.539),long,execution_aligned,(execution_score >= -0.2779 AND obs_body_pct >= 9.539),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_11.448538,(execution_score >= -0.2779 AND obs_body_pct >= 11.45),long,execution_aligned,(execution_score >= -0.2779 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.5648,(execution_score >= -0.2779 AND direction_confidence >= 0.5648),long,bull_trend,(execution_score >= -0.2779 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.6736,(execution_score >= -0.2779 AND direction_confidence >= 0.6736),long,bull_trend,(execution_score >= -0.2779 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.125,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.25,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.375,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.5,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.625,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.75,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.452425,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4524),long,bull_trend,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4524),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.474463,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4745),long,bull_trend,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4745),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_9.53875,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 9.539),long,strong_breakout,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 9.539),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_11.448538,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 11.45),long,strong_breakout,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.5648,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.5648),long,bull_trend,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,52.38,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.6736,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.6736),long,bull_trend,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,52.38,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.125,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,47.62,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.25,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,47.62,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.375,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,47.62,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.5,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,47.62,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.625,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,47.62,mined_pool,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.75,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,47.62,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_pattern_confidence_lte_0.474463,(pattern_confidence <= 0.4524 AND pattern_confidence <= 0.4745),long,bull_trend,(pattern_confidence <= 0.4524 AND pattern_confidence <= 0.4745),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.0571,47.62,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4524 AND obs_body_pct >= 9.539),long,bull_trend,(pattern_confidence <= 0.4524 AND obs_body_pct >= 9.539),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,19.05,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4524 AND obs_body_pct >= 11.45),long,bull_trend,(pattern_confidence <= 0.4524 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,19.05,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.5648),long,bull_trend,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.6736),long,bull_trend,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.125),long,bull_trend,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.25),long,bull_trend,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.375,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.375),long,bull_trend,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.5,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.5),long,bull_trend,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.625,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.625),long,bull_trend,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.75,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.75),long,bull_trend,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4745 AND obs_body_pct >= 9.539),long,bull_trend,(pattern_confidence <= 0.4745 AND obs_body_pct >= 9.539),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,19.05,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4745 AND obs_body_pct >= 11.45),long,bull_trend,(pattern_confidence <= 0.4745 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,19.05,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.5648),long,bull_trend,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.6736),long,bull_trend,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.125),long,bull_trend,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.25),long,bull_trend,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.375,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.375),long,bull_trend,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.5,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.5),long,bull_trend,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.625,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.625),long,bull_trend,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.75,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.75),long,bull_trend,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.0571,33.33,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_obs_body_pct_gte_11.448538,(obs_body_pct >= 9.539 AND obs_body_pct >= 11.45),long,mixed,(obs_body_pct >= 9.539 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,28.57,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.5648,(obs_body_pct >= 9.539 AND direction_confidence >= 0.5648),long,bull_trend,(obs_body_pct >= 9.539 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,19.05,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.6736,(obs_body_pct >= 9.539 AND direction_confidence >= 0.6736),long,bull_trend,(obs_body_pct >= 9.539 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,19.05,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.375,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.5,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.625,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.75,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.5648,(obs_body_pct >= 11.45 AND direction_confidence >= 0.5648),long,bull_trend,(obs_body_pct >= 11.45 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,19.05,mined_pool,
EX_AND_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.6736,(obs_body_pct >= 11.45 AND direction_confidence >= 0.6736),long,bull_trend,(obs_body_pct >= 11.45 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,19.05,mined_pool,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.375,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.5,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.625,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.75,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,14.29,mined_pool,
EX_AND_E_direction_confidence_gte_0.5648_E_direction_confidence_gte_0.6736,(direction_confidence >= 0.5648 AND direction_confidence >= 0.6736),long,bull_trend,(direction_confidence >= 0.5648 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,57.14,mined_pool,
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.125),long,bull_trend,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.25),long,bull_trend,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.375),long,bull_trend,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.5),long,bull_trend,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.625),long,bull_trend,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.75),long,bull_trend,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.125),long,bull_trend,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.25),long,bull_trend,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.375),long,bull_trend,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.5),long,bull_trend,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.625),long,bull_trend,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.75),long,bull_trend,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_OR_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_0.8912,(direction_confidence >= 0.7824 OR direction_confidence >= 0.8912),long,bull_trend,(direction_confidence >= 0.7824 OR direction_confidence >= 0.8912),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,52.38,mined_pool,
