scan_time_kst,symbol,direction,live_pattern,stage,final_result,reject_tier,failed_conditions,freshness_score,rule_pass,entry_score
2026-06-04 14:00:00,HEIUSDT,long,UNLABELED,portfolio,Low_Score,,,,True,76.45
2026-06-04 16:00:00,SPORTFUNUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4606,False,
2026-06-04 16:00:00,HEIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 16:00:00,SKYAIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.8097,False,
2026-06-04 16:00:00,MYXUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.1466,False,
2026-06-04 16:00:00,POWERUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.93,False,
2026-06-04 16:00:00,EPICUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.2299,False,
2026-06-04 16:00:00,SUSHIUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.5795,False,
2026-06-04 16:00:00,SYRUPUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 16:00:00,BANUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.2847,False,
2026-06-04 16:00:00,COLLECTUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 18:00:00,EPICUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.8499,False,
2026-06-04 18:00:00,币安人生USDT,long,LONG_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.4176,False,
2026-06-04 18:00:00,KGENUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2454,False,
2026-06-04 18:00:00,BANUSDT,long,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.1853,False,
2026-06-04 18:00:00,FORMUSDT,long,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.8129,False,
2026-06-04 18:00:00,BILLUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.6378,False,
2026-06-04 18:00:00,HEIUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 18:00:00,NILUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.566,False,
2026-06-04 18:00:00,UAIUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.4045,False,
2026-06-04 18:00:00,YBUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.3078,False,
2026-06-04 20:00:00,BEATUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.9493,False,
2026-06-04 20:00:00,HEIUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,1.0,False,
2026-06-04 20:00:00,COLLECTUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.3703,False,
2026-06-04 20:00:00,ZBTUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3098,False,
2026-06-04 20:00:00,PLAYUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 20:00:00,CUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,medium_reject,1,0.5092,False,
2026-06-04 20:00:00,SPORTFUNUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.6888,False,
2026-06-04 20:00:00,AIOUSDT,short,UNLABELED,rule,Pattern_Reject,impossible_reject,1,0.871,False,
2026-06-04 20:00:00,LABUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 20:00:00,MANTAUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.3756,False,
2026-06-04 22:00:00,FORMUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.6159,False,
2026-06-04 22:00:00,HEIUSDT,long,LONG_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.3449,False,
2026-06-04 22:00:00,EPICUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.8708,False,
2026-06-04 22:00:00,SKYAIUSDT,long,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.7934,False,
2026-06-04 22:00:00,OPGUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2996,False,
2026-06-04 22:00:00,PLAYUSDT,short,SHORT_REVERSAL,rule,PASS,pass,0,1.0,True,
2026-06-04 22:00:00,MYXUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,medium_reject,1,0.6569,False,
2026-06-04 22:00:00,OPNUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 22:00:00,ZBTUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 22:00:00,BEATUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-04 22:00:00,PLAYUSDT,short,SHORT_REVERSAL,portfolio,Low_Score,,,,True,72.22
2026-06-05 00:00:00,VELVETUSDT,long,LONG_REVERSAL,rule,Rule_Reject,medium_reject,1,0.9172,False,
2026-06-05 00:00:00,WLDUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,medium_reject,1,1.0,False,
2026-06-05 00:00:00,EPICUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 00:00:00,ARKMUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.646,False,
2026-06-05 00:00:00,ONUSDT,long,LONG_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.3313,False,
2026-06-05 00:00:00,GUAUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.7429,False,
2026-06-05 00:00:00,HEIUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4216,False,
2026-06-05 00:00:00,SPORTFUNUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.1791,False,
2026-06-05 00:00:00,SKYAIUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3337,False,
2026-06-05 00:00:00,FORMUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3879,False,
2026-06-05 02:00:00,UBUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4203,False,
2026-06-05 02:00:00,SUSHIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.5878,False,
2026-06-05 02:00:00,KITEUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.6582,False,
2026-06-05 02:00:00,EPICUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4428,False,
2026-06-05 02:00:00,VELVETUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4797,False,
2026-06-05 02:00:00,WLDUSDT,short,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 02:00:00,SKYAIUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.7327,False,
2026-06-05 02:00:00,BUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.7655,False,
2026-06-05 02:00:00,ICPUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3837,False,
2026-06-05 02:00:00,GUAUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,medium_reject,1,1.0,False,
2026-06-05 04:00:00,OPNUSDT,long,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.915,False,
2026-06-05 04:00:00,币安人生USDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3542,False,
2026-06-05 04:00:00,HEIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2835,False,
2026-06-05 04:00:00,BILLUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3758,False,
2026-06-05 04:00:00,ONUSDT,long,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.9342,False,
2026-06-05 04:00:00,SIRENUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.7338,False,
2026-06-05 04:00:00,WLDUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 04:00:00,USELESSUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 04:00:00,POWERUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.861,False,
2026-06-05 04:00:00,ONUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.9639,False,
2026-06-05 06:00:00,RIFUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.9976,False,
2026-06-05 06:00:00,XMRUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 06:00:00,HEIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.5945,False,
2026-06-05 06:00:00,EPICUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.1911,False,
2026-06-05 06:00:00,BSBUSDT,long,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.1779,False,
2026-06-05 06:00:00,OPNUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 06:00:00,XPLUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2135,False,
2026-06-05 06:00:00,FILUSDT,short,UNLABELED,rule,Pattern_Reject,impossible_reject,1,0.2133,False,
2026-06-05 06:00:00,WLDUSDT,short,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.852,False,
2026-06-05 06:00:00,ICPUSDT,short,UNLABELED,rule,Pattern_Reject,impossible_reject,1,0.2041,False,
2026-06-05 08:00:00,BSBUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3394,False,
2026-06-05 08:00:00,SKYAIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.7007,False,
2026-06-05 08:00:00,HEIUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.9463,False,
2026-06-05 08:00:00,APEUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.3576,False,
2026-06-05 08:00:00,FARTCOINUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.3134,False,
2026-06-05 08:00:00,SPORTFUNUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.8291,False,
2026-06-05 08:00:00,INUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.6943,False,
2026-06-05 08:00:00,AIAUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.5097,False,
2026-06-05 08:00:00,BEATUSDT,short,UNLABELED,rule,Pattern_Reject,impossible_reject,1,1.0,False,
2026-06-05 08:00:00,EPICUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.9948,False,
2026-06-05 10:00:00,BEATUSDT,long,LONG_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.607,False,
2026-06-05 10:00:00,STGUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.382,False,
2026-06-05 10:00:00,HEIUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.7405,False,
2026-06-05 10:00:00,AIAUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.6381,False,
2026-06-05 10:00:00,OPGUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4193,False,
2026-06-05 10:00:00,XMRUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 10:00:00,ESPUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.4323,False,
2026-06-05 10:00:00,BUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.5257,False,
2026-06-05 10:00:00,IOUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.2922,False,
2026-06-05 10:00:00,BSBUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.5067,False,
2026-06-05 12:00:00,CLOUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 12:00:00,BEATUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.2218,False,
2026-06-05 12:00:00,KGENUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.467,False,
2026-06-05 12:00:00,EPICUSDT,long,LONG_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.1768,False,
2026-06-05 12:00:00,CYSUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4646,False,
2026-06-05 12:00:00,HEIUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 12:00:00,UBUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.9562,False,
2026-06-05 12:00:00,MANTAUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.7844,False,
2026-06-05 12:00:00,GENIUSUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.542,False,
2026-06-05 12:00:00,STGUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 14:00:00,CLOUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 14:00:00,BEATUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3932,False,
2026-06-05 14:00:00,OPNUSDT,long,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 14:00:00,UBUSDT,long,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.7021,False,
2026-06-05 14:00:00,HEIUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,1.0,False,
2026-06-05 14:00:00,MYXUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.6973,False,
2026-06-05 14:00:00,XPLUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2566,False,
2026-06-05 14:00:00,LIGHTUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3061,False,
2026-06-05 14:00:00,DYDXUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.396,False,
2026-06-05 14:00:00,KGENUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.6119,False,
2026-06-05 16:00:00,OPNUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,near_pass,1,1.0,False,
2026-06-05 16:00:00,STGUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.4394,False,
2026-06-05 16:00:00,APRUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 16:00:00,TAUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 16:00:00,SOONUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.3311,False,
2026-06-05 16:00:00,ONUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 16:00:00,AIOUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.8367,False,
2026-06-05 16:00:00,CUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.3765,False,
2026-06-05 16:00:00,BANUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4062,False,
2026-06-05 16:00:00,HEIUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.7607,False,
2026-06-05 18:00:00,HUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.8266,False,
2026-06-05 18:00:00,BEATUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 18:00:00,CUSDT,long,LONG_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.4174,False,
2026-06-05 18:00:00,SKYAIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4071,False,
2026-06-05 18:00:00,WLDUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.3154,False,
2026-06-05 18:00:00,AIAUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 18:00:00,ESPUSDT,short,UNLABELED,rule,Pattern_Reject,impossible_reject,1,0.8524,False,
2026-06-05 18:00:00,MUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.8422,False,
2026-06-05 18:00:00,UBUSDT,short,UNLABELED,rule,Pattern_Reject,impossible_reject,1,0.9038,False,
2026-06-05 18:00:00,APRUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.1377,False,
2026-06-05 20:00:00,APRUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3097,False,
2026-06-05 20:00:00,ARCUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3512,False,
2026-06-05 20:00:00,HEIUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.4837,False,
2026-06-05 20:00:00,SKYAIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4345,False,
2026-06-05 20:00:00,AIOUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2932,False,
2026-06-05 20:00:00,HOLOUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.6556,False,
2026-06-05 20:00:00,AINUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.7079,False,
2026-06-05 20:00:00,EPICUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4831,False,
2026-06-05 20:00:00,WLDUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.7482,False,
2026-06-05 20:00:00,OPNUSDT,short,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 22:00:00,BEATUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.4997,False,
2026-06-05 22:00:00,CLOUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.5469,False,
2026-06-05 22:00:00,ESPUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.7179,False,
2026-06-05 22:00:00,GLMUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.438,False,
2026-06-05 22:00:00,ENAUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.4717,False,
2026-06-05 22:00:00,LAUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 22:00:00,EPICUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.2575,False,
2026-06-05 22:00:00,USELESSUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-05 22:00:00,AINUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.8085,False,
2026-06-05 22:00:00,EVAAUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.8198,False,
2026-06-06 00:00:00,AIOUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.3694,False,
2026-06-06 00:00:00,KGENUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.5048,False,
2026-06-06 00:00:00,APRUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.3592,False,
2026-06-06 00:00:00,ALLOUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4067,False,
2026-06-06 00:00:00,BEATUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.5448,False,
2026-06-06 00:00:00,XPLUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.9038,False,
2026-06-06 00:00:00,LITUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.8917,False,
2026-06-06 00:00:00,USELESSUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.591,False,
2026-06-06 00:00:00,ENAUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3395,False,
2026-06-06 00:00:00,BSBUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.7468,False,
2026-06-06 02:00:00,VELVETUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.4225,False,
2026-06-06 02:00:00,ENAUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 02:00:00,ALLOUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.8815,False,
2026-06-06 02:00:00,XLMUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.36,False,
2026-06-06 02:00:00,TAUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.2827,False,
2026-06-06 02:00:00,LABUSDT,short,UNLABELED,rule,Pattern_Reject,impossible_reject,1,0.6413,False,
2026-06-06 02:00:00,SKYAIUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3866,False,
2026-06-06 02:00:00,ZBTUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3361,False,
2026-06-06 02:00:00,BASEDUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3071,False,
2026-06-06 02:00:00,BRUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.9684,False,
2026-06-06 04:00:00,BTWUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.6957,False,
2026-06-06 04:00:00,ALLOUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.5508,False,
2026-06-06 04:00:00,ZECUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,1.0,False,
2026-06-06 04:00:00,AIOUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.5582,False,
2026-06-06 04:00:00,SKYAIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.454,False,
2026-06-06 04:00:00,LABUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 04:00:00,RIFUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.4383,False,
2026-06-06 04:00:00,STGUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.4297,False,
2026-06-06 04:00:00,币安人生USDT,short,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.697,False,
2026-06-06 04:00:00,ZBTUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 06:00:00,ENAUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.6514,False,
2026-06-06 06:00:00,ZESTUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.9229,False,
2026-06-06 06:00:00,VELVETUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.8737,False,
2026-06-06 06:00:00,SIRENUSDT,long,LONG_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.1731,False,
2026-06-06 06:00:00,ZECUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 06:00:00,BTWUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,medium_reject,1,0.5153,False,
2026-06-06 06:00:00,CLOUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 06:00:00,LITUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.5639,False,
2026-06-06 06:00:00,EPICUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.904,False,
2026-06-06 06:00:00,RIFUSDT,short,UNLABELED,rule,Pattern_Reject,impossible_reject,1,0.5681,False,
2026-06-06 08:00:00,GUAUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,1.0,False,
2026-06-06 08:00:00,BTWUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.8859,False,
2026-06-06 08:00:00,INUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 08:00:00,ZECUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.9916,False,
2026-06-06 08:00:00,HEIUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2245,False,
2026-06-06 08:00:00,BEATUSDT,short,LONG_REVERSAL,rule,Rule_Reject,medium_reject,1,0.2965,False,
2026-06-06 08:00:00,ALLOUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3606,False,
2026-06-06 08:00:00,WLDUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2865,False,
2026-06-06 08:00:00,币安人生USDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.3842,False,
2026-06-06 08:00:00,CFGUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.3523,False,
2026-06-06 10:00:00,BEATUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.2986,False,
2026-06-06 10:00:00,CLOUSDT,long,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 10:00:00,OPNUSDT,long,LONG_REVERSAL,rule,Rule_Reject,impossible_reject,1,0.429,False,
2026-06-06 10:00:00,MYXUSDT,long,UNLABELED,rule,Pattern_Reject,impossible_reject,2,0.495,False,
2026-06-06 10:00:00,ZBTUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.8297,False,
2026-06-06 10:00:00,SLXUSDT,short,SHORT_REVERSAL,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 10:00:00,WLDUSDT,short,SHORT_CONTINUATION,rule,Rule_Reject,impossible_reject,1,0.6662,False,
2026-06-06 10:00:00,GUAUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,1.0,False,
2026-06-06 10:00:00,LAUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.6091,False,
2026-06-06 10:00:00,INUSDT,short,SHORT_BREAKDOWN,rule,Rule_Reject,impossible_reject,1,0.7402,False,
2026-06-06 12:00:00,HOMEUSDT,long,LONG_BREAKOUT,rule,Rule_Reject,impossible_reject,1,0.6634,False,
