rule_id,rule_expr,direction,cluster_hint,act_bear_pct,n_bear,act_bull_pct,n_bull,act_sideway_pct,n_sideway,act_vol_low_volatility_pct,n_vol_low_volatility
EX_AND_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_9.53875,(execution_score >= -0.2779 AND obs_body_pct >= 9.539),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_11.448538,(execution_score >= -0.2779 AND obs_body_pct >= 11.45),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.5648,(execution_score >= -0.2779 AND direction_confidence >= 0.5648),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.6736,(execution_score >= -0.2779 AND direction_confidence >= 0.6736),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.125,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.125),long,mined_pool,50.0,4,30.77,13,25.0,4,33.33,21
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.25,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.25),long,mined_pool,50.0,4,30.77,13,25.0,4,33.33,21
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.375,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.375),long,mined_pool,50.0,4,30.77,13,25.0,4,33.33,21
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.5,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.5),long,mined_pool,50.0,4,30.77,13,25.0,4,33.33,21
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.625,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.625),long,mined_pool,50.0,4,30.77,13,25.0,4,33.33,21
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.75,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.75),long,mined_pool,50.0,4,30.77,13,25.0,4,33.33,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.452425,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4524),long,mined_pool,25.0,4,46.15,13,25.0,4,38.1,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.474463,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4745),long,mined_pool,25.0,4,46.15,13,25.0,4,38.1,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_9.53875,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 9.539),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_11.448538,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 11.45),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.5648,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.5648),long,mined_pool,50.0,4,61.54,13,25.0,4,52.38,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.6736,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.6736),long,mined_pool,50.0,4,61.54,13,25.0,4,52.38,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.125,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.125),long,mined_pool,50.0,4,46.15,13,50.0,4,47.62,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.25,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.25),long,mined_pool,50.0,4,46.15,13,50.0,4,47.62,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.375,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.375),long,mined_pool,50.0,4,46.15,13,50.0,4,47.62,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.5,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.5),long,mined_pool,50.0,4,46.15,13,50.0,4,47.62,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.625,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.625),long,mined_pool,50.0,4,46.15,13,50.0,4,47.62,21
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.75,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.75),long,mined_pool,50.0,4,46.15,13,50.0,4,47.62,21
EX_AND_E_pattern_confidence_lte_0.452425_E_pattern_confidence_lte_0.474463,(pattern_confidence <= 0.4524 AND pattern_confidence <= 0.4745),long,mined_pool,50.0,4,53.85,13,25.0,4,47.62,21
EX_AND_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4524 AND obs_body_pct >= 9.539),long,mined_pool,50.0,4,7.69,13,25.0,4,19.05,21
EX_AND_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4524 AND obs_body_pct >= 11.45),long,mined_pool,50.0,4,7.69,13,25.0,4,19.05,21
EX_AND_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.5648),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.6736),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.125),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.25),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.375,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.375),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.5,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.5),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.625,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.625),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.75,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.75),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4745 AND obs_body_pct >= 9.539),long,mined_pool,50.0,4,7.69,13,25.0,4,19.05,21
EX_AND_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4745 AND obs_body_pct >= 11.45),long,mined_pool,50.0,4,7.69,13,25.0,4,19.05,21
EX_AND_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.5648),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.6736),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.125),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.25),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.375,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.375),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.5,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.5),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.625,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.625),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.75,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.75),long,mined_pool,25.0,4,38.46,13,25.0,4,33.33,21
EX_AND_E_obs_body_pct_gte_9.53875_E_obs_body_pct_gte_11.448538,(obs_body_pct >= 9.539 AND obs_body_pct >= 11.45),long,mined_pool,50.0,4,15.38,13,50.0,4,28.57,21
EX_AND_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.5648,(obs_body_pct >= 9.539 AND direction_confidence >= 0.5648),long,mined_pool,50.0,4,7.69,13,25.0,4,19.05,21
EX_AND_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.6736,(obs_body_pct >= 9.539 AND direction_confidence >= 0.6736),long,mined_pool,50.0,4,7.69,13,25.0,4,19.05,21
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.125),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.25),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.375,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.375),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.5,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.5),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.625,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.625),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.75,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.75),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.5648,(obs_body_pct >= 11.45 AND direction_confidence >= 0.5648),long,mined_pool,50.0,4,7.69,13,25.0,4,19.05,21
EX_AND_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.6736,(obs_body_pct >= 11.45 AND direction_confidence >= 0.6736),long,mined_pool,50.0,4,7.69,13,25.0,4,19.05,21
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.125),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.25),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.375,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.375),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.5,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.5),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.625,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.625),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.75,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.75),long,mined_pool,25.0,4,7.69,13,25.0,4,14.29,21
EX_AND_E_direction_confidence_gte_0.5648_E_direction_confidence_gte_0.6736,(direction_confidence >= 0.5648 AND direction_confidence >= 0.6736),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.125),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.25),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.375),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.5),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.625),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.75),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.125),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.25),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.375),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.5),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.625),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.75),long,mined_pool,50.0,4,46.15,13,25.0,4,42.86,21
EX_OR_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_0.8912,(direction_confidence >= 0.7824 OR direction_confidence >= 0.8912),long,mined_pool,50.0,4,61.54,13,25.0,4,52.38,21
EX_OR_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_1.0,(direction_confidence >= 0.7824 OR direction_confidence >= 1),long,mined_pool,50.0,4,61.54,13,25.0,4,52.38,21
EX_OR_E_direction_confidence_gte_0.7824_E_obs_low_pct_gte_-2.914012,(direction_confidence >= 0.7824 OR obs_low_pct >= -2.914),long,mined_pool,50.0,4,69.23,13,50.0,4,61.9,21
EX_OR_E_direction_confidence_gte_0.7824_E_execution_score_gte_-0.27795,(direction_confidence >= 0.7824 OR execution_score >= -0.2779),long,mined_pool,50.0,4,61.54,13,25.0,4,52.38,21
EX_OR_E_direction_confidence_gte_0.7824_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(direction_confidence >= 0.7824 OR (obs_return_pct - gap_to_best_entry) >= -5.877),long,mined_pool,50.0,4,69.23,13,50.0,4,61.9,21
EX_OR_E_direction_confidence_gte_0.7824_E_pattern_confidence_lte_0.452425,(direction_confidence >= 0.7824 OR pattern_confidence <= 0.4524),long,mined_pool,75.0,4,69.23,13,25.0,4,61.9,21
EX_OR_E_direction_confidence_gte_0.7824_E_pattern_confidence_lte_0.474463,(direction_confidence >= 0.7824 OR pattern_confidence <= 0.4745),long,mined_pool,75.0,4,69.23,13,25.0,4,61.9,21
EX_OR_E_direction_confidence_gte_0.7824_E_obs_body_pct_gte_9.53875,(direction_confidence >= 0.7824 OR obs_body_pct >= 9.539),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_direction_confidence_gte_0.7824_E_obs_body_pct_gte_11.448538,(direction_confidence >= 0.7824 OR obs_body_pct >= 11.45),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_0.5648,(direction_confidence >= 0.7824 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_0.6736,(direction_confidence >= 0.7824 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_0.8912_E_direction_confidence_gte_1.0,(direction_confidence >= 0.8912 OR direction_confidence >= 1),long,mined_pool,50.0,4,53.85,13,25.0,4,47.62,21
EX_OR_E_direction_confidence_gte_0.8912_E_obs_low_pct_gte_-2.914012,(direction_confidence >= 0.8912 OR obs_low_pct >= -2.914),long,mined_pool,50.0,4,61.54,13,50.0,4,57.14,21
EX_OR_E_direction_confidence_gte_0.8912_E_execution_score_gte_-0.27795,(direction_confidence >= 0.8912 OR execution_score >= -0.2779),long,mined_pool,50.0,4,53.85,13,25.0,4,47.62,21
EX_OR_E_direction_confidence_gte_0.8912_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(direction_confidence >= 0.8912 OR (obs_return_pct - gap_to_best_entry) >= -5.877),long,mined_pool,50.0,4,69.23,13,50.0,4,61.9,21
EX_OR_E_direction_confidence_gte_0.8912_E_pattern_confidence_lte_0.452425,(direction_confidence >= 0.8912 OR pattern_confidence <= 0.4524),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_0.8912_E_pattern_confidence_lte_0.474463,(direction_confidence >= 0.8912 OR pattern_confidence <= 0.4745),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_0.8912_E_obs_body_pct_gte_9.53875,(direction_confidence >= 0.8912 OR obs_body_pct >= 9.539),long,mined_pool,75.0,4,61.54,13,50.0,4,61.9,21
EX_OR_E_direction_confidence_gte_0.8912_E_obs_body_pct_gte_11.448538,(direction_confidence >= 0.8912 OR obs_body_pct >= 11.45),long,mined_pool,75.0,4,61.54,13,50.0,4,61.9,21
EX_OR_E_direction_confidence_gte_0.8912_E_direction_confidence_gte_0.5648,(direction_confidence >= 0.8912 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_0.8912_E_direction_confidence_gte_0.6736,(direction_confidence >= 0.8912 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_1.0_E_obs_low_pct_gte_-2.914012,(direction_confidence >= 1 OR obs_low_pct >= -2.914),long,mined_pool,50.0,4,61.54,13,50.0,4,57.14,21
EX_OR_E_direction_confidence_gte_1.0_E_execution_score_gte_-0.27795,(direction_confidence >= 1 OR execution_score >= -0.2779),long,mined_pool,50.0,4,53.85,13,25.0,4,47.62,21
EX_OR_E_direction_confidence_gte_1.0_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(direction_confidence >= 1 OR (obs_return_pct - gap_to_best_entry) >= -5.877),long,mined_pool,50.0,4,69.23,13,50.0,4,61.9,21
EX_OR_E_direction_confidence_gte_1.0_E_pattern_confidence_lte_0.452425,(direction_confidence >= 1 OR pattern_confidence <= 0.4524),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_1.0_E_pattern_confidence_lte_0.474463,(direction_confidence >= 1 OR pattern_confidence <= 0.4745),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_1.0_E_obs_body_pct_gte_9.53875,(direction_confidence >= 1 OR obs_body_pct >= 9.539),long,mined_pool,75.0,4,46.15,13,50.0,4,52.38,21
EX_OR_E_direction_confidence_gte_1.0_E_obs_body_pct_gte_11.448538,(direction_confidence >= 1 OR obs_body_pct >= 11.45),long,mined_pool,75.0,4,46.15,13,50.0,4,52.38,21
EX_OR_E_direction_confidence_gte_1.0_E_direction_confidence_gte_0.5648,(direction_confidence >= 1 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_direction_confidence_gte_1.0_E_direction_confidence_gte_0.6736,(direction_confidence >= 1 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_obs_low_pct_gte_-2.914012_E_execution_score_gte_-0.27795,(obs_low_pct >= -2.914 OR execution_score >= -0.2779),long,mined_pool,50.0,4,61.54,13,50.0,4,57.14,21
EX_OR_E_obs_low_pct_gte_-2.914012_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(obs_low_pct >= -2.914 OR (obs_return_pct - gap_to_best_entry) >= -5.877),long,mined_pool,50.0,4,76.92,13,50.0,4,66.67,21
EX_OR_E_obs_low_pct_gte_-2.914012_E_pattern_confidence_lte_0.452425,(obs_low_pct >= -2.914 OR pattern_confidence <= 0.4524),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_obs_low_pct_gte_-2.914012_E_pattern_confidence_lte_0.474463,(obs_low_pct >= -2.914 OR pattern_confidence <= 0.4745),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_obs_low_pct_gte_-2.914012_E_obs_body_pct_gte_9.53875,(obs_low_pct >= -2.914 OR obs_body_pct >= 9.539),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_obs_low_pct_gte_-2.914012_E_obs_body_pct_gte_11.448538,(obs_low_pct >= -2.914 OR obs_body_pct >= 11.45),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_obs_low_pct_gte_-2.914012_E_direction_confidence_gte_0.5648,(obs_low_pct >= -2.914 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_obs_low_pct_gte_-2.914012_E_direction_confidence_gte_0.6736,(obs_low_pct >= -2.914 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_execution_score_gte_-0.27795_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(execution_score >= -0.2779 OR (obs_return_pct - gap_to_best_entry) >= -5.877),long,mined_pool,50.0,4,69.23,13,50.0,4,61.9,21
EX_OR_E_execution_score_gte_-0.27795_E_pattern_confidence_lte_0.452425,(execution_score >= -0.2779 OR pattern_confidence <= 0.4524),long,mined_pool,75.0,4,53.85,13,25.0,4,52.38,21
EX_OR_E_execution_score_gte_-0.27795_E_pattern_confidence_lte_0.474463,(execution_score >= -0.2779 OR pattern_confidence <= 0.4745),long,mined_pool,75.0,4,53.85,13,25.0,4,52.38,21
EX_OR_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_9.53875,(execution_score >= -0.2779 OR obs_body_pct >= 9.539),long,mined_pool,75.0,4,61.54,13,50.0,4,61.9,21
EX_OR_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_11.448538,(execution_score >= -0.2779 OR obs_body_pct >= 11.45),long,mined_pool,75.0,4,53.85,13,50.0,4,57.14,21
EX_OR_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.5648,(execution_score >= -0.2779 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.6736,(execution_score >= -0.2779 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.452425,((obs_return_pct - gap_to_best_entry) >= -5.877 OR pattern_confidence <= 0.4524),long,mined_pool,75.0,4,76.92,13,50.0,4,71.43,21
EX_OR_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.474463,((obs_return_pct - gap_to_best_entry) >= -5.877 OR pattern_confidence <= 0.4745),long,mined_pool,75.0,4,76.92,13,50.0,4,71.43,21
EX_OR_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_9.53875,((obs_return_pct - gap_to_best_entry) >= -5.877 OR obs_body_pct >= 9.539),long,mined_pool,75.0,4,76.92,13,50.0,4,71.43,21
EX_OR_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_11.448538,((obs_return_pct - gap_to_best_entry) >= -5.877 OR obs_body_pct >= 11.45),long,mined_pool,75.0,4,76.92,13,50.0,4,71.43,21
EX_OR_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.5648,((obs_return_pct - gap_to_best_entry) >= -5.877 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.6736,((obs_return_pct - gap_to_best_entry) >= -5.877 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_pattern_confidence_lte_0.452425_E_pattern_confidence_lte_0.474463,(pattern_confidence <= 0.4524 OR pattern_confidence <= 0.4745),long,mined_pool,50.0,4,53.85,13,25.0,4,47.62,21
EX_OR_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4524 OR obs_body_pct >= 9.539),long,mined_pool,50.0,4,69.23,13,50.0,4,61.9,21
