scan_time_kst,direction,symbol,entry_score,live_pattern,open_positions
2026-06-05 20:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 20:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 20:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 20:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 22:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 22:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 22:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 22:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 22:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 22:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 00:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 00:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 00:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 00:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 00:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 00:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 02:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 02:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 02:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 02:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 02:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 02:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 04:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 04:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 04:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 04:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 04:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 04:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 06:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 06:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 06:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 06:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 06:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 08:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 08:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 08:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 10:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 10:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 10:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 12:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 12:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 12:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 12:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 12:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 14:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 14:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 14:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 14:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 14:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 14:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 16:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 16:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 16:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 16:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 16:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 16:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 18:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 18:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 18:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 18:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 18:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 18:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 20:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 20:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 20:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 20:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 20:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 20:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-06 22:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-06 22:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-06 22:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-06 22:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-06 22:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-06 22:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 00:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 00:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 00:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 00:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 00:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 00:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 02:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 02:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 02:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 02:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 02:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 02:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 04:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 04:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 04:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 04:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 04:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 04:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 06:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 06:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 06:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 06:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 06:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 08:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 08:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 08:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 10:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 10:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 10:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 12:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 12:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 12:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 12:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 12:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 14:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 14:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 14:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 14:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 14:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 14:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 16:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 16:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 16:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-07 16:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-07 16:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 16:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 18:00:00,long,HUSDT,75.41,LONG_BREAKOUT,1
2026-06-07 18:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,1
2026-06-07 18:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,1
2026-06-07 18:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,1
2026-06-07 18:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,1
2026-06-07 18:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,1
2026-06-07 20:00:00,long,HUSDT,75.41,LONG_BREAKOUT,1
2026-06-07 20:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,1
2026-06-07 20:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,1
2026-06-07 20:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,1
2026-06-07 20:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,1
2026-06-07 20:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,1
2026-06-07 22:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-07 22:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-07 22:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-07 22:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-07 22:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-07 22:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 00:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 00:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 00:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 00:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 00:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 00:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 02:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 02:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 02:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 02:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 02:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 02:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 04:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 04:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 04:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 04:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 04:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 04:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 06:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 06:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 06:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 06:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 06:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 08:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 08:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 08:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 10:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 10:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 10:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 12:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 12:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 12:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 12:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 12:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 14:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 14:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 14:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 14:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 14:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 14:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 16:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 16:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 16:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 16:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 16:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 16:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 18:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 18:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 18:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 18:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 18:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 18:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 20:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 20:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 20:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 20:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 20:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 20:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-08 22:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-08 22:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-08 22:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-08 22:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-08 22:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-08 22:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 00:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 00:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 00:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 00:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 00:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 00:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 02:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 02:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 02:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 02:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 02:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 02:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 04:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 04:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 04:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 04:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 04:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 04:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 06:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 06:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 06:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 06:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 06:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 08:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 08:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 08:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 10:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 10:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 10:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 12:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 12:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 12:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 12:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 12:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 14:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 14:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 14:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 14:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 14:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 14:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 16:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 16:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 16:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 16:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 16:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 16:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 18:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 18:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 18:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 18:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 18:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 18:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 20:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 20:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 20:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 20:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 20:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 20:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-09 22:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-09 22:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-09 22:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-09 22:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-09 22:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-09 22:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-10 00:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-10 00:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-10 00:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-10 00:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-10 00:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-10 00:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-10 02:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-10 02:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-10 02:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-10 02:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-10 02:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-10 02:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-10 04:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-10 04:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-10 04:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-10 04:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-10 04:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-10 04:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-10 06:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-10 06:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-10 06:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-10 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-10 06:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-10 06:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-10 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-10 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-10 08:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-10 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-10 08:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-10 08:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-10 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-10 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-10 10:00:00,long,SIRENUSDT,78.73,LONG_BREAKOUT,0
2026-06-10 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-10 10:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-10 10:00:00,short,HOMEUSDT,79.6,SHORT_REVERSAL,0
2026-06-10 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
