rule_id,rule_expr,direction,source,status_tags,discovery_decision,trade_count,scan_groups,coverage_pct,precision_pct,avg_return_2h,win_rate_pct,max_drawdown,return_per_day,sharpe,best_regime,worst_regime,volatility_preference,trend_preference,time_preference,blind_avg,train_avg
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.5),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.625),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.75),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_obs_low_pct_gte_-2.914012,(direction_confidence >= 1 AND obs_low_pct >= -2.914),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_execution_score_gte_-0.27795,(direction_confidence >= 1 AND execution_score >= -0.2779),long,mined,mined_pool,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(direction_confidence >= 1 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_pattern_confidence_lte_0.452425,(direction_confidence >= 1 AND pattern_confidence <= 0.4524),long,mined,mined_pool,,21,12,46.15,28.57,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_pattern_confidence_lte_0.474463,(direction_confidence >= 1 AND pattern_confidence <= 0.4745),long,mined,mined_pool,,21,12,46.15,28.57,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_obs_body_pct_gte_9.53875,(direction_confidence >= 1 AND obs_body_pct >= 9.539),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_obs_body_pct_gte_11.448538,(direction_confidence >= 1 AND obs_body_pct >= 11.45),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_direction_confidence_gte_0.5648,(direction_confidence >= 1 AND direction_confidence >= 0.5648),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_direction_confidence_gte_0.6736,(direction_confidence >= 1 AND direction_confidence >= 0.6736),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.125),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.25),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.375),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.5),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.625),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.75),long,mined,mined_pool|momentum_hybrid,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_execution_score_gte_-0.27795,(obs_low_pct >= -2.914 AND execution_score >= -0.2779),long,mined,mined_pool,,21,12,46.15,42.86,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(obs_low_pct >= -2.914 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,mined,mined_pool,,21,12,46.15,52.38,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_pattern_confidence_lte_0.452425,(obs_low_pct >= -2.914 AND pattern_confidence <= 0.4524),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_pattern_confidence_lte_0.474463,(obs_low_pct >= -2.914 AND pattern_confidence <= 0.4745),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_obs_body_pct_gte_9.53875,(obs_low_pct >= -2.914 AND obs_body_pct >= 9.539),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_obs_body_pct_gte_11.448538,(obs_low_pct >= -2.914 AND obs_body_pct >= 11.45),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_direction_confidence_gte_0.5648,(obs_low_pct >= -2.914 AND direction_confidence >= 0.5648),long,mined,mined_pool,,21,12,46.15,47.62,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_direction_confidence_gte_0.6736,(obs_low_pct >= -2.914 AND direction_confidence >= 0.6736),long,mined,mined_pool,,21,12,46.15,47.62,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.125,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.125),long,mined,mined_pool,,21,12,46.15,42.86,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.25,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.25),long,mined,mined_pool,,21,12,46.15,42.86,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.375,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.375),long,mined,mined_pool,,21,12,46.15,42.86,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.5,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.5),long,mined,mined_pool,,21,12,46.15,42.86,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.625,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.625),long,mined,mined_pool,,21,12,46.15,42.86,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.75,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.75),long,mined,mined_pool,,21,12,46.15,42.86,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(execution_score >= -0.2779 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,mined,mined_pool,,21,12,46.15,42.86,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_pattern_confidence_lte_0.452425,(execution_score >= -0.2779 AND pattern_confidence <= 0.4524),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_pattern_confidence_lte_0.474463,(execution_score >= -0.2779 AND pattern_confidence <= 0.4745),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_9.53875,(execution_score >= -0.2779 AND obs_body_pct >= 9.539),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_11.448538,(execution_score >= -0.2779 AND obs_body_pct >= 11.45),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.5648,(execution_score >= -0.2779 AND direction_confidence >= 0.5648),long,mined,mined_pool,,21,12,46.15,42.86,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.6736,(execution_score >= -0.2779 AND direction_confidence >= 0.6736),long,mined,mined_pool,,21,12,46.15,42.86,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.125,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.125),long,mined,mined_pool,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.25,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.25),long,mined,mined_pool,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.375,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.375),long,mined,mined_pool,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.5,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.5),long,mined,mined_pool,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.625,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.625),long,mined,mined_pool,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.75,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.75),long,mined,mined_pool,,21,12,46.15,33.33,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.452425,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4524),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.474463,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4745),long,mined,mined_pool,,21,12,46.15,38.1,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_9.53875,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 9.539),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_11.448538,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 11.45),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.5648,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.5648),long,mined,mined_pool,,21,12,46.15,52.38,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.6736,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.6736),long,mined,mined_pool,,21,12,46.15,52.38,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.125,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.125),long,mined,mined_pool,,21,12,46.15,47.62,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.25,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.25),long,mined,mined_pool,,21,12,46.15,47.62,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.375,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.375),long,mined,mined_pool,,21,12,46.15,47.62,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.5,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.5),long,mined,mined_pool,,21,12,46.15,47.62,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.625,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.625),long,mined,mined_pool,,21,12,46.15,47.62,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.75,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.75),long,mined,mined_pool,,21,12,46.15,47.62,4.6456,47.62,-85.1916,13.9368,0.8634,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_pattern_confidence_lte_0.474463,(pattern_confidence <= 0.4524 AND pattern_confidence <= 0.4745),long,mined,mined_pool,,21,12,46.15,47.62,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4524 AND obs_body_pct >= 9.539),long,mined,mined_pool,,21,12,46.15,19.05,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4524 AND obs_body_pct >= 11.45),long,mined,mined_pool,,21,12,46.15,19.05,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.5648),long,mined,mined_pool,,21,12,46.15,42.86,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.6736),long,mined,mined_pool,,21,12,46.15,42.86,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.125),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.25),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.375,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.375),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.5,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.5),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.625,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.625),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.75,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.75),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4745 AND obs_body_pct >= 9.539),long,mined,mined_pool,,21,12,46.15,19.05,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4745 AND obs_body_pct >= 11.45),long,mined,mined_pool,,21,12,46.15,19.05,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.5648),long,mined,mined_pool,,21,12,46.15,42.86,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.6736),long,mined,mined_pool,,21,12,46.15,42.86,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.125),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.25),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.375,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.375),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.5,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.5),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.625,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.625),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.75,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.75),long,mined,mined_pool,,21,12,46.15,33.33,4.0571,47.62,-85.1916,12.1713,0.7408,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_obs_body_pct_gte_11.448538,(obs_body_pct >= 9.539 AND obs_body_pct >= 11.45),long,mined,mined_pool,,21,12,46.15,28.57,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.5648,(obs_body_pct >= 9.539 AND direction_confidence >= 0.5648),long,mined,mined_pool,,21,12,46.15,19.05,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.6736,(obs_body_pct >= 9.539 AND direction_confidence >= 0.6736),long,mined,mined_pool,,21,12,46.15,19.05,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.125),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.25),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.375,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.375),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.5,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.5),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.625,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.625),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.75,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.75),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.5648,(obs_body_pct >= 11.45 AND direction_confidence >= 0.5648),long,mined,mined_pool,,21,12,46.15,19.05,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.6736,(obs_body_pct >= 11.45 AND direction_confidence >= 0.6736),long,mined,mined_pool,,21,12,46.15,19.05,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.125),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.25),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.375,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.375),long,mined,mined_pool,,21,12,46.15,14.29,4.3405,47.62,-85.1916,13.0216,0.7992,bull,sideway,low_volatility,bull,asia,,
