direction,engine,scan_time_kst,symbol,rank_metric,return_30m,return_1h,return_2h,return_4h,label_trap,label_big_winner,feat_5m_volume_ma_ratio,feat_5m_seq_volume_energy_6,feat_5m_seq_return_sum_6,feat_5m_seq_body_energy_6,feat_5m_seq_positive_count_6,feat_5m_first_abnormal_candle_6,feat_5m_compression,feat_5m_release,feat_5m_body_position,feat_5m_range_energy,feat_5m_momentum,feat_15m_current_volume_ratio,feat_15m_current_return_pct,feat_15m_current_body_pct,feat_15m_current_close_position,feat_15m_current_range_pct,feat_15m_current_compression,feat_15m_current_ma20_distance_pct,feat_15m_previous_volume_ratio,feat_15m_previous_return_pct,feat_15m_previous_body_pct,feat_15m_previous_close_position,feat_15m_previous_range_pct,feat_15m_previous_compression,feat_15m_previous_ma20_distance_pct,feat_30m_current_volume_ratio,feat_30m_current_return_pct,feat_30m_current_body_pct,feat_30m_current_close_position,feat_30m_current_range_pct,feat_30m_current_compression,feat_30m_current_ma20_distance_pct,feat_30m_previous_volume_ratio,feat_30m_previous_return_pct,feat_30m_previous_body_pct,feat_30m_previous_close_position,feat_30m_previous_range_pct,feat_30m_previous_compression,feat_30m_previous_ma20_distance_pct,feat_1h_current_volume_ratio,feat_1h_current_return_pct,feat_1h_current_body_pct,feat_1h_current_close_position,feat_1h_current_range_pct,feat_1h_current_compression,feat_1h_current_ma20_distance_pct,feat_1h_previous_volume_ratio,feat_1h_previous_return_pct,feat_1h_previous_body_pct,feat_1h_previous_close_position,feat_1h_previous_range_pct,feat_1h_previous_compression,feat_1h_previous_ma20_distance_pct,feat_2h_current_volume_ratio,feat_2h_current_return_pct,feat_2h_current_body_pct,feat_2h_current_close_position,feat_2h_current_range_pct,feat_2h_current_compression,feat_2h_current_ma20_distance_pct,feat_2h_previous_volume_ratio,feat_2h_previous_return_pct,feat_2h_previous_body_pct,feat_2h_previous_close_position,feat_2h_previous_range_pct,feat_2h_previous_compression,feat_2h_previous_ma20_distance_pct,feat_h4_score,feat_price
long,LONG_CONTINUATION,2026-06-05 10:00:00,BEATUSDT,return_2h,1.5523,4.7901,4.6636,6.2558,False,True,0.5045,0.7918,-0.3469,1.1951,3.0,1.0,3.0,0.0,0.1765,2.4121,0.4866834272193259,3.1392,2.2985,2.2985,0.4335,5.6096,0.0,1.5912,0.4997,1.3915,1.3915,0.7194,2.4318,0.0,-0.6372,1.6262,1.5523,1.5523,0.3005,5.6096,0.0,1.404,0.547,0.1334,0.1334,0.6094,2.8352,0.0,0.2157,1.2772,4.7901,4.7901,0.8777,5.6096,0.0,7.2967,1.2004,3.5387,3.5387,0.7323,6.4151,0.0,3.1888,1.3934,8.4983,8.4983,0.9315,10.3677,0.0,13.0428,1.1261,-4.9879,4.9879,0.0995,8.4945,0.0,5.4876,-1.8786313203226728,1.5355
long,LONG_CONTINUATION,2026-06-05 10:00:00,STGUSDT,return_2h,2.8419,3.8632,0.3108,-0.4885,False,True,2.715,1.4029,-0.6581,0.6258,1.0,1.0,34.0,0.0,0.7,0.8171,-0.519777993128365,1.4391,0.4885,0.4885,0.6944,1.5986,11.0,-0.0464,0.6977,0.0,0.0,0.2174,1.0218,10.0,-0.55,1.9564,2.8419,2.8419,0.8211,4.2185,5.0,1.7128,0.5114,-0.837,0.837,0.2083,1.0573,4.0,-1.2806,1.3163,3.8632,3.8632,0.9712,4.6181,2.0,0.1177,0.5114,-0.837,0.837,0.1471,1.4978,1.0,-4.0719,0.7149,3.0396,3.0396,0.9712,4.5815,0.0,-5.596,0.5341,1.2483,1.2483,0.5636,2.4521,0.0,-8.9415,-1.4387098946548815,0.2263
long,LONG_CONTINUATION,2026-06-05 10:00:00,HEIUSDT,return_2h,1.4788,3.7538,4.3681,10.4652,False,True,0.6382,1.1857,0.1525,0.9274,4.0,1.0,2.0,0.0,0.1538,2.9495,-1.7750549795790136,0.8504,-0.3071,0.3071,0.3308,3.0258,0.0,1.7118,0.7686,0.0455,0.0455,0.5238,2.8669,0.0,2.2107,0.5142,1.4788,1.4788,0.9211,3.0258,0.0,4.3422,0.6076,-0.3174,0.3174,0.562,3.1059,0.0,3.1766,0.3078,3.7538,3.7538,0.9737,5.1985,0.0,6.5419,0.4625,0.6985,0.6985,0.2933,6.0117,0.0,2.3248,0.6067,4.4429,4.4429,0.9162,6.0117,0.0,13.1792,0.3979,3.8027,3.8027,0.7491,6.3933,0.0,9.5772,-11.603124925156607,0.08764
long,LONG_CONTINUATION,2026-06-05 10:00:00,AIAUSDT,return_2h,1.802,2.2918,2.3443,3.0791,False,True,5.4307,8.7408,-0.4467,0.8226,1.0,1.0,11.0,1.0,0.8444,5.0685,-1.0519801980198045,1.6995,2.1519,2.1519,0.8592,3.7264,3.0,0.0231,0.4425,-1.0388,1.0388,0.2376,1.7486,2.0,-2.1199,1.0914,1.802,1.802,0.7653,3.7264,0.0,-0.879,0.4197,-2.0394,2.0394,0.1548,2.6564,0.0,-2.6815,0.243,2.2918,2.2918,0.8967,3.7264,0.0,-3.6635,0.1322,-1.584,1.584,0.1529,2.7032,0.0,-7.5036,0.2061,0.6715,0.6715,0.8967,3.6674,0.0,-14.9663,0.4683,-0.785,0.785,0.1381,6.1775,0.0,-16.5003,-1.1038872400464024,0.05839
long,LONG_CONTINUATION,2026-06-05 10:00:00,OPGUSDT,return_2h,1.6073,2.3536,-3.2721,-0.9759,False,False,1.4764,0.5246,-1.2023,0.2289,2.0,1.0,41.0,0.0,0.1,0.324,0.5514705882353036,1.701,1.0907,1.0907,1.0,2.124,19.0,0.3162,1.0997,-0.7973,0.7973,0.087,1.3098,19.0,-0.8678,1.635,1.6073,1.6073,0.8214,3.2147,6.0,-0.3463,1.156,-0.2291,0.2291,0.087,1.3173,5.0,-2.0055,0.8306,2.3536,2.3536,0.8194,4.1332,3.0,1.1316,0.6541,-0.6842,0.6842,0.4,1.9954,2.0,-1.0508,0.7845,1.6534,1.6534,0.8194,4.1049,0.0,1.4076,0.6076,0.6311,0.6311,0.6739,2.6391,0.0,0.0228,-1.4850034814506965,0.1761
long,LONG_CONTINUATION,2026-06-05 12:00:00,CLOUSDT,return_2h,6.4894,10.0167,23.3219,32.0408,False,True,0.7741,2.138,-1.588,1.5629,3.0,0.0,0.0,0.0,0.6535,4.1964,-1.9873947646869266,0.9941,3.4238,3.4238,0.9585,3.6468,0.0,4.8206,1.0197,-2.6436,2.6436,0.0889,4.45,0.0,1.6089,1.0256,6.4894,6.4894,0.9196,7.1343,0.0,5.8505,0.9551,-5.8621,5.8621,0.0599,6.3868,0.0,-1.0059,1.8655,10.0167,10.0167,0.7797,12.9389,0.0,2.4009,1.4007,1.8161,1.8161,0.1995,9.1455,0.0,-7.0924,0.6266,12.0237,12.0237,0.8056,14.9343,0.0,-9.067,0.2714,-1.7359,1.7359,0.2678,8.5045,0.0,-20.1984,-8.871400591712382,0.12989
long,LONG_CONTINUATION,2026-06-05 12:00:00,BEATUSDT,return_2h,2.0246,3.2597,1.5407,3.9218,False,True,0.9702,0.7098,-0.5035,0.6514,3.0,1.0,4.0,0.0,0.5114,0.806,-0.2315285975982144,0.8424,-0.4011,0.4011,0.717,1.98,1.0,2.7402,0.517,0.3193,0.3193,0.4681,1.2005,0.0,3.194,0.8954,2.0246,2.0246,0.8377,4.5903,0.0,4.865,0.6241,0.6793,0.6793,0.7067,2.1853,0.0,3.2432,0.888,3.2597,3.2597,0.8789,5.7809,0.0,9.1153,0.79,-0.1208,0.1208,0.5262,2.9118,0.0,6.5005,0.9501,3.1153,3.1153,0.8789,5.7728,0.0,15.0121,1.3934,8.4983,8.4983,0.9315,10.3677,0.0,13.0428,-28.743250924810937,1.5644
long,LONG_CONTINUATION,2026-06-05 12:00:00,KGENUSDT,return_2h,1.8057,2.5092,3.2276,1.0185,False,False,1.8889,1.3542,-0.1719,0.3915,2.0,1.0,47.0,0.0,0.8506,0.9213,-0.5396227519784521,2.8017,-0.2362,0.2362,0.0843,1.7515,19.0,0.6028,1.4762,-0.4559,0.4559,0.2669,1.1569,19.0,0.7967,2.6221,1.8057,1.8057,0.9823,2.2288,2.0,3.0481,1.4533,-0.3387,0.3387,0.1736,1.7816,1.0,1.4501,1.8955,2.5092,2.5092,0.7387,3.9164,0.0,4.576,0.9704,-0.2554,0.2554,0.1335,2.3185,0.0,2.3227,1.1241,2.3431,2.3431,0.74,3.9297,0.0,3.7644,0.3938,2.0054,2.0054,0.7471,3.0532,0.0,1.3626,-1.7389524591811594,0.20277
long,LONG_CONTINUATION,2026-06-05 12:00:00,EPICUSDT,return_2h,0.9253,1.7184,-0.0991,6.0972,False,False,0.9057,0.3476,-1.9975,0.1802,2.0,1.0,8.0,0.0,0.4576,0.3112,0.21672029946804822,0.891,0.033,0.033,0.6697,1.8011,0.0,-1.8045,0.7816,-1.8654,1.8654,0.1871,2.5142,2.0,-1.8701,0.6979,0.9253,0.9253,0.7515,2.7925,0.0,-0.4612,0.5084,-1.2728,1.2728,0.1457,3.2474,0.0,-1.4939,0.3858,1.7184,1.7184,0.8929,3.2386,0.0,1.0182,0.3816,0.0,0.0,0.2946,3.9835,0.0,0.0463,0.416,1.7521,1.7521,0.7344,3.9835,0.0,10.2692,0.5511,-2.3879,2.3879,0.0456,4.5983,0.0,9.5409,-25.340722934675206,0.6054
long,LONG_CONTINUATION,2026-06-05 12:00:00,CYSUSDT,return_2h,0.9313,1.1874,0.5588,0.1164,False,False,0.8517,1.5498,-0.8333,0.1096,2.0,1.0,33.0,1.0,0.5217,0.6131,-0.6789524733268667,1.9369,1.1409,1.1409,0.7826,2.142,11.0,1.2281,1.6997,0.0466,0.0466,0.1974,1.7703,10.0,0.2544,1.1979,0.9313,0.9313,0.6848,2.142,5.0,1.8598,0.9906,-0.093,0.093,0.1974,1.7679,4.0,0.9674,0.7888,1.1874,1.1874,0.8043,2.142,2.0,0.1094,0.834,-1.0369,1.0369,0.1765,1.9585,1.0,-1.2326,0.6749,0.1382,0.1382,0.7957,2.1429,0.0,-2.0995,1.3034,2.0471,2.0471,0.6968,3.6471,2.0,-2.652,-1.25465846029457,0.4344
long,LONG_CONTINUATION,2026-06-05 14:00:00,CLOUSDT,return_2h,-0.0258,3.3895,7.0631,7.3923,False,True,1.9645,2.4048,-1.563,0.9159,4.0,1.0,0.0,0.0,0.4492,6.3356,7.380515330749884,2.2342,2.2468,2.2468,0.6905,6.6951,0.0,18.0667,1.3054,-1.6198,1.6198,0.0523,3.3983,0.0,16.9078,2.106,-0.0258,0.0258,0.4233,7.5344,0.0,19.3628,1.888,0.6433,0.6433,0.1717,4.5422,0.0,20.8414,2.8984,3.3895,3.3895,0.5312,12.4346,0.0,17.4921,2.9808,12.1831,12.1831,0.7633,17.7169,0.0,14.3106,1.4129,15.993,15.993,0.726,23.8737,0.0,6.1989,0.6266,12.0237,12.0237,0.8056,14.9343,0.0,-9.067,-2.7626334230176117,0.15837
long,LONG_CONTINUATION,2026-06-05 14:00:00,BEATUSDT,return_2h,0.3511,0.8402,2.345,-4.3514,False,True,0.7726,1.3058,-0.4567,1.0647,3.0,1.0,3.0,0.0,0.659,1.7537,-0.6990070641703303,0.6182,1.8935,1.8935,0.8899,2.1631,1.0,3.3835,0.6983,-0.7715,0.7715,0.2088,1.8478,0.0,1.9219,0.5478,0.3511,0.3511,0.1768,2.1631,0.0,3.5688,0.9196,-1.9066,1.9066,0.1695,2.5401,0.0,3.4806,0.6035,0.8402,0.8402,0.4593,2.3889,0.0,6.7964,0.9397,-1.6647,1.6647,0.1165,3.7055,0.0,6.632,0.8534,-0.8385,0.8385,0.3394,3.7055,0.0,12.7291,0.9501,3.1153,3.1153,0.8789,5.7728,0.0,15.0121,-8.328581697122099,1.6251
long,LONG_CONTINUATION,2026-06-05 14:00:00,OPNUSDT,return_2h,-0.2894,-2.1708,-0.9768,6.3314,False,False,1.1203,14.241,-0.6928,2.0086,2.0,1.0,0.0,0.0,0.2075,33.5775,3.3791310805792785,1.0349,-1.6281,1.6281,0.3679,3.835,0.0,3.2133,1.0586,-0.967,0.967,0.4775,3.9756,0.0,5.1651,0.6186,-0.2894,0.2894,0.717,3.835,0.0,2.5966,1.2577,0.8756,0.8756,0.2882,8.3546,0.0,3.7329,0.3845,-2.1708,2.1708,0.3279,4.4139,0.0,8.6533,0.6617,5.1331,5.1331,0.4969,12.3194,0.0,12.7858,0.4882,2.8137,2.8137,0.3086,12.3194,0.0,16.1462,0.4593,0.4969,0.4969,0.6965,14.1055,0.0,16.4459,-9.132734423834622,0.2719
long,LONG_CONTINUATION,2026-06-05 14:00:00,UBUSDT,return_2h,-1.226,-1.0867,-0.0836,3.8172,False,False,1.8159,1.415,-1.231,1.189,3.0,1.0,10.0,1.0,0.0127,2.007,1.6490077522318518,0.9601,-1.4489,1.4489,0.3458,2.229,0.0,-0.3704,0.7004,1.2221,1.2221,0.5844,2.1717,2.0,1.1105,0.8672,-1.226,1.226,0.4458,2.229,0.0,0.7479,0.9368,1.7675,1.7675,0.6811,2.845,0.0,2.0409,1.084,-1.0867,1.0867,0.2723,4.1609,0.0,1.9378,0.6576,4.0893,4.0893,0.815,5.0174,0.0,3.2543,0.5839,2.9582,2.9582,0.4842,6.1098,0.0,-0.179,0.6942,-5.4133,5.4133,0.031,7.9645,0.0,-2.9666,-1.7547709819537989,0.10611
long,LONG_CONTINUATION,2026-06-05 14:00:00,HEIUSDT,return_2h,-2.0902,-1.6474,-3.2949,-3.6244,True,True,1.2947,4.0736,0.9332,1.582,5.0,0.0,0.0,0.0,0.0216,6.0382,4.913244397942277,2.575,0.7414,0.7414,0.5601,5.5704,0.0,7.9191,2.1887,1.91,1.91,0.7687,3.2217,0.0,7.5314,3.8996,-2.0902,2.0902,0.0645,7.8254,0.0,7.4014,2.3448,3.6946,3.6946,0.8508,5.0828,0.0,10.1876,1.8042,-1.6474,1.6474,0.2586,9.2772,0.0,10.2054,0.9879,8.6728,8.6728,0.9166,9.5233,0.0,12.8156,1.5066,6.8935,6.8935,0.4818,14.4248,0.0,16.4488,0.8133,-2.0283,2.0283,0.5115,8.5517,0.0,10.3687,-2.1618392389858188,0.09784
long,LONG_CONTINUATION,2026-06-05 16:00:00,OPNUSDT,return_2h,6.1016,13.7377,7.3803,-12.8243,False,True,2.0875,8.1945,5.1241,4.7132,3.0,1.0,0.0,0.0,0.3627,23.3102,4.887449892075227,1.7712,3.6902,3.6902,0.784,5.9189,0.0,6.0261,0.8569,0.2931,0.2931,0.7761,2.4551,0.0,2.7152,1.9337,6.1016,6.1016,0.571,12.3493,0.0,8.086,0.8342,3.1274,3.1274,0.8359,4.8229,0.0,1.8911,1.1762,13.7377,13.7377,0.9263,15.8568,0.0,21.4711,0.7008,1.2204,1.2204,0.917,9.3565,0.0,8.747,0.7721,15.1257,15.1257,0.95,23.6686,0.0,29.6381,0.4882,2.8137,2.8137,0.3086,12.3194,0.0,16.1462,-0.8956694632189569,0.2838
long,LONG_CONTINUATION,2026-06-05 16:00:00,STGUSDT,return_2h,2.355,7.4139,6.7597,3.6197,False,True,1.5818,3.0225,0.6312,1.9123,3.0,1.0,1.0,0.0,0.1111,8.0828,0.55638964938621,1.1459,-0.6978,0.6978,0.6349,2.7475,0.0,1.1371,1.1719,0.3503,0.3503,0.5319,2.0578,0.0,1.6025,1.525,2.355,2.355,0.8943,5.3642,0.0,3.3511,1.7457,0.5704,0.5704,0.75,3.8613,0.0,1.1608,2.3871,7.4139,7.4139,0.876,11.2516,0.0,7.1988,2.6686,1.731,1.731,0.7822,4.4829,0.0,0.0502,2.2881,9.3209,9.3209,0.8865,12.5166,0.0,1.5314,0.845,1.578,1.578,0.8313,3.7421,0.0,-7.4591,-8.74626151031542,0.2277
long,LONG_CONTINUATION,2026-06-05 16:00:00,APRUSDT,return_2h,2.5541,4.2008,3.5038,4.4534,False,True,3.0749,6.4442,-4.1566,1.2601,2.0,1.0,0.0,1.0,0.6104,7.5969,-1.9938946297303437,3.1302,2.1144,2.1144,0.5655,4.037,0.0,-3.5265,4.3253,-6.4098,6.4098,0.0747,6.979,0.0,-5.6018,3.2209,2.5541,2.5541,0.6326,4.3037,0.0,-1.6381,3.8123,-5.3363,5.3363,0.0672,7.8384,0.0,-4.1315,2.4253,4.2008,4.2008,0.9884,4.4206,0.0,-0.8367,2.5273,-6.7405,6.7405,0.0659,7.8836,1.0,-4.9436,1.3264,-2.8184,2.8184,0.5634,7.8836,0.0,-3.8916,0.4315,0.4954,0.4954,0.799,4.3623,0.0,-1.685,-1.2324329693375775,0.21829
long,LONG_CONTINUATION,2026-06-05 16:00:00,TAUSDT,return_2h,1.784,2.461,2.0419,0.2902,False,False,0.9808,1.6383,0.2373,1.3426,3.0,1.0,1.0,0.0,0.8347,2.0305,-3.630793433935703,1.3407,1.6443,1.6443,0.6194,2.6545,0.0,-2.0718,2.022,-0.2681,0.2681,0.5085,2.5094,0.0,-3.8452,1.3439,1.784,1.784,0.6721,2.6545,0.0,-2.2681,4.257,-2.095,2.095,0.3947,3.6004,0.0,-4.1479,1.0489,2.461,2.461,0.8237,2.9876,0.0,-2.4011,5.1207,-4.2225,4.2225,0.236,5.8908,13.0,-5.0672,1.4085,-1.8126,1.8126,0.6451,5.8908,6.0,-3.0635,0.2595,-0.1337,0.1337,0.0556,1.6663,5.0,-1.1218,-8.055068393644072,0.09458
long,LONG_CONTINUATION,2026-06-05 16:00:00,SOONUSDT,return_2h,1.4037,2.9412,1.4037,4.1444,False,False,0.7787,1.0407,1.8388,2.3039,4.0,0.0,7.0,0.0,0.2308,2.9132,0.5135135135135207,0.9295,-0.6684,0.6684,0.3571,1.8717,1.0,-0.4122,0.5033,0.0669,0.0669,0.8571,1.4047,0.0,0.2681,1.2288,1.4037,1.4037,0.7736,3.5428,0.0,2.2134,0.7059,1.5614,1.5614,0.9189,2.5119,0.0,0.9583,1.5368,2.9412,2.9412,0.9143,4.6791,0.0,3.0721,1.8896,-0.4657,0.4657,0.6984,4.1916,0.0,0.3926,1.5427,2.4617,2.4617,0.9362,6.2542,0.0,2.1051,2.0179,2.454,2.454,0.463,7.362,0.0,-0.5821,-11.215781075788732,0.1486
long,LONG_CONTINUATION,2026-06-05 18:00:00,HUSDT,return_2h,1.2364,8.8239,3.6986,3.9955,False,True,0.5866,1.2176,1.4694,1.2254,5.0,1.0,5.0,0.0,0.8361,2.7297,-1.765842216012984,0.9281,0.2724,0.2724,0.2428,1.5105,1.0,1.3378,0.8731,1.0425,1.0425,0.7302,1.7781,0.0,1.1364,1.5657,1.2364,1.2364,0.6556,2.0588,0.0,2.2381,1.509,-0.0593,0.0593,0.6432,2.6799,0.0,1.1425,1.5404,8.8239,8.8239,0.9867,9.0579,0.0,8.438,1.3289,-0.6401,0.6401,0.4275,4.0087,0.0,-0.0467,1.1729,8.0971,8.0971,0.9887,10.5707,0.0,6.9134,1.5917,2.9685,2.9685,0.6848,7.3659,0.0,-0.8323,-18.672651379946817,0.57421
long,LONG_CONTINUATION,2026-06-05 18:00:00,BEATUSDT,return_2h,6.1701,7.5667,6.7996,6.0848,False,True,6.2349,0.3719,-4.5921,0.184,3.0,1.0,0.0,0.0,0.3685,0.7395,-2.7512199980081675,3.7366,4.2948,4.2948,0.9617,7.0225,0.0,-1.177,3.2376,-3.2902,3.2902,0.1724,4.9639,0.0,-5.3087,2.5434,6.1701,6.1701,0.994,8.6814,0.0,2.5622,2.2163,-3.7479,3.7479,0.1724,4.9404,0.0,-2.9543,1.6652,7.5667,7.5667,0.9858,10.1698,0.0,6.4489,1.4176,-6.1924,6.1924,0.1154,7.1947,0.0,-0.3527,1.7189,0.8794,0.8794,0.9858,9.5376,0.0,12.2051,1.2797,1.0943,1.0943,0.4552,6.0371,0.0,12.5844,-1.233768757961534,1.5906
long,LONG_CONTINUATION,2026-06-05 18:00:00,CUSDT,return_2h,2.8353,5.2543,1.5077,2.2165,False,True,0.5124,0.3845,-0.0866,0.4983,2.0,1.0,12.0,0.0,0.8387,0.5579,-0.5737375541367153,0.4751,1.9802,1.9802,0.934,2.2165,6.0,-1.0642,0.3625,-0.0337,0.0337,0.15,0.6748,5.0,-3.232,0.6127,2.8353,2.8353,0.9701,3.0153,1.0,-0.5295,0.4876,-1.3541,1.3541,0.0612,1.6315,0.0,-3.174,0.8468,5.2543,5.2543,0.8528,6.2669,0.0,2.5818,0.6754,0.0113,0.0113,0.3134,2.2617,0.0,-2.3431,0.5265,5.2661,5.2661,0.866,6.8865,0.0,0.0267,1.1631,-3.8303,3.8303,0.3579,6.4705,0.0,-4.932,-25.554596849138488,0.09064
long,LONG_CONTINUATION,2026-06-05 18:00:00,SKYAIUSDT,return_2h,3.7196,4.9882,3.5302,6.8595,False,True,0.8969,0.8604,-0.6268,0.8341,2.0,1.0,10.0,0.0,0.9451,0.8714,-0.3197178291045507,1.1558,2.4224,2.4224,0.9953,2.4511,3.0,0.9456,0.515,-0.7124,0.7124,0.0331,1.0316,2.0,-1.4608,1.3105,3.7196,3.7196,0.9559,3.9091,1.0,1.7044,0.5021,-0.8142,0.8142,0.0211,1.6169,0.0,-1.7137,1.0098,4.9882,4.9882,0.815,6.142,0.0,3.6977,0.5044,-0.4514,0.4514,0.3876,2.8457,0.0,-1.2731,0.5775,4.5143,4.5143,0.8429,7.2,0.0,4.7087,0.6509,-2.7735,2.7735,0.507,6.3361,0.0,0.5637,-29.26484576105924,0.17843
long,LONG_CONTINUATION,2026-06-05 18:00:00,WLDUSDT,return_2h,3.7323,5.1649,3.3742,-0.5655,False,True,0.9419,1.5219,1.061,1.1517,3.0,1.0,0.0,0.0,0.6667,3.7366,-0.16854563841342596,0.7772,2.1678,2.1678,0.7986,2.7144,0.0,3.8235,0.6461,-0.3943,0.3943,0.5563,2.8351,0.0,2.0526,0.6872,3.7323,3.7323,0.9429,3.9585,0.0,4.821,0.54,-1.5587,1.5587,0.4158,3.7484,0.0,1.1661,0.582,5.1649,5.1649,0.8589,6.0132,0.0,3.4854,0.5808,-1.6864,1.6864,0.359,4.3365,0.0,-1.0464,0.644,3.3914,3.3914,0.8883,7.4685,0.0,5.534,1.2956,6.5784,6.5784,0.6629,15.8238,0.0,2.405,-21.612290143590787,0.542
long,LONG_CONTINUATION,2026-06-05 20:00:00,APRUSDT,return_2h,2.5311,2.9926,-0.8825,0.8019,False,False,1.0596,0.4495,-3.4057,0.1243,2.0,1.0,1.0,0.0,0.4903,0.4592,-0.3673956122967949,0.6405,1.68,1.68,0.8463,3.5257,0.0,2.2268,0.6635,-2.604,2.604,0.04,3.0533,1.0,0.4985,0.8922,2.5311,2.5311,0.7726,4.9637,0.0,2.1096,0.9932,-2.3057,2.3057,0.0367,3.3383,0.0,-0.2047,0.8656,2.9926,2.9926,0.8655,4.9637,0.0,2.7945,1.3463,2.225,2.225,0.4044,5.6494,0.0,-0.3899,0.9227,5.2511,5.2511,0.8862,5.9928,0.0,0.379,0.5403,-1.9081,1.9081,0.3874,4.925,0.0,-4.8929,-8.711393748506556,0.22697
long,LONG_CONTINUATION,2026-06-05 20:00:00,ARCUSDT,return_2h,2.6539,1.7237,1.8605,3.4063,False,False,1.2038,0.5137,-0.6909,0.3793,2.0,1.0,47.0,1.0,1.0,0.1529,-0.5320015200043475,1.1257,1.026,1.026,0.6303,1.6279,19.0,1.1886,0.7095,-0.4905,0.4905,0.4194,0.8448,19.0,0.039,1.82,2.6539,2.6539,0.8981,2.9549,9.0,1.341,1.2956,-0.7745,0.7745,0.2407,1.4674,8.0,-1.4666,1.6979,1.7237,1.7237,0.5385,3.2011,2.0,-0.3805,1.1615,-0.7745,0.7745,0.2301,1.5353,1.0,-2.269,0.9261,1.0326,1.0326,0.5955,3.6277,0.0,0.0653,0.682,2.6801,2.6801,0.8908,3.3222,0.0,-1.1131,-1.4231035238702368,0.07385
long,LONG_CONTINUATION,2026-06-05 20:00:00,HEIUSDT,return_2h,-0.4801,2.2149,6.4375,-1.7239,False,True,0.8194,1.7787,0.8567,1.0017,3.0,1.0,0.0,0.0,0.4175,3.1577,-1.1552550014088598,0.6229,-0.1964,0.1964,0.7434,2.8914,0.0,-0.2693,0.4808,0.5817,0.5817,0.5369,2.2281,0.0,-0.1101,0.4947,-0.4801,0.4801,0.4181,4.4626,0.0,-0.912,0.617,-0.0109,0.0109,0.7259,3.7425,0.0,-0.3366,0.4762,2.2149,2.2149,0.9766,4.6699,0.0,4.5641,0.5409,-1.3563,1.3563,0.4519,5.9311,0.0,2.9177,0.3964,0.8396,0.8396,0.8221,5.9311,0.0,9.5525,0.4676,0.8905,0.8905,0.7238,7.6672,0.0,10.1024,-7.935958968663546,0.09147
long,LONG_CONTINUATION,2026-06-05 20:00:00,SKYAIUSDT,return_2h,0.9536,1.7741,3.2101,4.0361,False,False,0.5111,0.1668,-1.8363,0.017,1.0,1.0,10.0,0.0,0.4255,0.1501,1.0340490421967692,0.6635,0.0998,0.0998,0.9502,1.6688,3.0,1.7886,0.3267,-1.297,1.297,0.1209,1.494,2.0,1.7589,0.6258,0.9536,0.9536,0.9977,2.445,0.0,2.0344,0.7416,-0.6664,0.6664,0.0892,2.0378,0.0,1.1293,0.6599,1.7741,1.7741,0.8802,3.7035,0.0,4.1278,0.7634,-1.351,1.351,0.4098,3.1231,0.0,2.3984,0.5079,0.4047,0.4047,0.8802,3.6537,0.0,4.5182,0.5775,4.5143,4.5143,0.8429,7.2,0.0,4.7087,-15.075569093051287,0.18055
long,LONG_CONTINUATION,2026-06-05 20:00:00,AIOUSDT,return_2h,0.0107,1.2039,1.3007,0.1935,False,False,2.7537,0.5956,-1.1847,0.6349,2.0,1.0,20.0,1.0,0.3968,0.4699,-0.5424073563997697,0.7721,0.559,0.559,0.8333,1.4834,6.0,-0.8274,0.4603,-1.545,1.545,0.1098,1.7354,5.0,-1.6366,0.711,0.0107,0.0107,0.4638,1.4834,3.0,-4.8515,0.5303,-1.0634,1.0634,0.1017,1.8822,2.0,-5.187,0.8489,1.2039,1.2039,0.875,2.1498,0.0,-4.4075,0.565,-0.9475,0.9475,0.09,2.1292,0.0,-5.9076,0.535,0.2342,0.2342,0.7114,2.619,0.0,-7.5215,0.8551,0.6212,0.6212,0.2745,2.7311,0.0,-8.3392,-1.300923552308292,0.09355
long,LONG_CONTINUATION,2026-06-05 22:00:00,BEATUSDT,return_2h,3.4118,4.9509,8.0351,6.6506,False,True,0.9557,4.3253,2.3755,2.1059,3.0,1.0,2.0,0.0,0.7892,6.4427,0.6649865256013507,0.9964,2.2498,2.2498,0.7942,2.973,0.0,2.9149,0.4811,1.1124,1.1124,0.6505,2.0561,0.0,0.7792,1.2588,3.4118,3.4118,0.8976,3.9248,0.0,3.6726,0.7402,1.493,1.493,0.8124,3.8454,0.0,0.472,1.674,4.9509,4.9509,0.6819,7.4232,0.0,7.6581,0.6302,1.296,1.296,0.8124,3.838,0.0,3.2282,1.2594,6.311,6.311,0.7728,10.5247,0.0,13.8925,0.804,-2.6396,2.6396,0.1809,4.7184,0.0,8.4309,-1.527065712583234,1.6543
long,LONG_CONTINUATION,2026-06-05 22:00:00,CLOUSDT,return_2h,4.7748,1.4538,3.7475,3.9736,False,True,0.9271,7.5629,2.9959,5.7197,3.0,1.0,0.0,0.0,0.7514,36.2064,0.5558105145071718,1.1224,4.8782,4.8782,0.8259,6.2351,0.0,-1.6782,1.1087,-4.5441,4.5441,0.0908,5.4997,0.0,-6.1211,0.9534,4.7748,4.7748,0.5,10.0924,0.0,0.2457,0.8915,-1.8449,1.8449,0.1066,5.7694,0.0,-3.4436,0.9392,1.4538,1.4538,0.1709,10.0924,0.0,8.7954,1.5504,-3.8803,3.8803,0.1829,6.1774,0.0,7.8213,1.284,-2.5144,2.5144,0.2369,10.5358,0.0,5.7114,1.0359,-7.0711,7.0711,0.0767,8.5777,0.0,7.8627,-11.000002385791978,0.16232
