direction,engine,scan_time_kst,symbol,rank_metric,return_30m,return_1h,return_2h,return_4h,label_trap,label_big_winner,feat_5m_volume_ma_ratio,feat_5m_seq_volume_energy_6,feat_5m_seq_return_sum_6,feat_5m_seq_body_energy_6,feat_5m_seq_positive_count_6,feat_5m_first_abnormal_candle_6,feat_5m_compression,feat_5m_release,feat_5m_body_position,feat_5m_range_energy,feat_5m_momentum,feat_15m_current_volume_ratio,feat_15m_current_return_pct,feat_15m_current_body_pct,feat_15m_current_close_position,feat_15m_current_range_pct,feat_15m_current_compression,feat_15m_current_ma20_distance_pct,feat_15m_previous_volume_ratio,feat_15m_previous_return_pct,feat_15m_previous_body_pct,feat_15m_previous_close_position,feat_15m_previous_range_pct,feat_15m_previous_compression,feat_15m_previous_ma20_distance_pct,feat_30m_current_volume_ratio,feat_30m_current_return_pct,feat_30m_current_body_pct,feat_30m_current_close_position,feat_30m_current_range_pct,feat_30m_current_compression,feat_30m_current_ma20_distance_pct,feat_30m_previous_volume_ratio,feat_30m_previous_return_pct,feat_30m_previous_body_pct,feat_30m_previous_close_position,feat_30m_previous_range_pct,feat_30m_previous_compression,feat_30m_previous_ma20_distance_pct,feat_1h_current_volume_ratio,feat_1h_current_return_pct,feat_1h_current_body_pct,feat_1h_current_close_position,feat_1h_current_range_pct,feat_1h_current_compression,feat_1h_current_ma20_distance_pct,feat_1h_previous_volume_ratio,feat_1h_previous_return_pct,feat_1h_previous_body_pct,feat_1h_previous_close_position,feat_1h_previous_range_pct,feat_1h_previous_compression,feat_1h_previous_ma20_distance_pct,feat_2h_current_volume_ratio,feat_2h_current_return_pct,feat_2h_current_body_pct,feat_2h_current_close_position,feat_2h_current_range_pct,feat_2h_current_compression,feat_2h_current_ma20_distance_pct,feat_2h_previous_volume_ratio,feat_2h_previous_return_pct,feat_2h_previous_body_pct,feat_2h_previous_close_position,feat_2h_previous_range_pct,feat_2h_previous_compression,feat_2h_previous_ma20_distance_pct,feat_h4_score,feat_price
long,LONG_CONTINUATION,2026-06-15 20:00:00,BSBUSDT,return_2h,5.8834,11.8776,28.1807,39.2463,False,True,1.1047,1.7937,-2.6833,1.0092,2.0,1.0,0.0,1.0,0.7747,3.3485,-2.978199939890835,1.1353,3.1115,3.1115,0.8731,3.8091,0.0,-1.7673,4.6579,-3.7,3.7,0.3837,6.0032,5.0,-4.9006,1.6062,5.8834,5.8834,0.9445,6.4555,0.0,1.1798,3.6471,-4.6791,4.6791,0.3273,6.9659,0.0,-4.349,1.8016,11.8776,11.8776,0.9239,13.0883,0.0,7.2635,1.3254,-5.4838,5.4838,0.247,9.1537,0.0,-3.7382,2.1335,5.7385,5.7385,0.9347,14.4248,0.0,12.6336,0.8609,1.6739,1.6739,0.5972,3.8301,0.0,7.6773,-4.657337378415372,0.27936
long,LONG_CONTINUATION,2026-06-15 20:00:00,GRASSUSDT,return_2h,3.8906,3.357,6.514,5.1801,False,True,0.5961,0.4896,-1.9508,0.0567,1.0,1.0,2.0,0.0,0.5714,0.4211,-1.0339411918680672,1.0619,2.3788,2.3788,0.7443,3.9129,5.0,-1.739,1.2352,-1.381,1.381,0.241,1.8194,4.0,-4.0377,1.0219,3.8906,3.8906,0.9755,4.5353,0.0,1.2787,0.9598,-1.7256,1.7256,0.1527,2.8615,1.0,-2.2965,1.1618,3.357,3.357,0.7743,5.0245,0.0,6.3857,1.3227,-1.7042,1.7042,0.1389,3.1462,0.0,3.909,2.2717,1.5731,1.5731,0.7743,4.9377,0.0,12.2784,4.8238,-3.2756,3.2756,0.1084,7.0161,0.0,11.5416,-1.344085839431341,0.4605
long,LONG_CONTINUATION,2026-06-15 20:00:00,AEROUSDT,return_2h,2.5851,2.5354,4.2257,6.7611,False,True,2.1719,13.8545,2.558,1.9098,4.0,0.0,3.0,1.0,0.8421,5.0384,3.015229988205731,3.3284,1.9637,1.9637,0.8824,2.5354,1.0,4.4138,1.478,-0.1241,0.1241,0.5532,1.1665,0.0,2.6099,3.4713,2.5851,2.5851,0.8779,3.2563,0.0,6.5816,4.1997,3.2324,3.2324,0.8571,3.7712,6.0,4.4395,3.3906,2.5354,2.5354,0.8433,3.3308,0.0,9.5385,2.7682,3.3385,3.3385,0.8645,3.9805,2.0,7.6872,4.3654,5.9322,5.9322,0.918,6.5742,1.0,11.6797,0.8913,0.2833,0.2833,0.4255,1.2104,0.0,6.2005,-1.829711803072001,0.4102
long,LONG_CONTINUATION,2026-06-15 20:00:00,CROSSUSDT,return_2h,0.4832,1.9015,2.5318,0.4202,False,False,0.3429,0.176,-0.5736,0.2389,3.0,0.0,0.0,0.0,0.6027,0.6712,-0.4780313422288608,0.6263,1.019,1.019,1.0,1.7859,0.0,3.9978,3.0568,-0.7812,0.7812,0.648,3.1663,1.0,3.3178,1.2349,0.4832,0.4832,0.5561,2.2481,0.0,3.3853,3.087,-0.7605,0.7605,0.648,3.167,0.0,3.03,1.9017,1.9015,1.9015,0.7749,4.013,0.0,3.346,11.7728,3.521,3.521,0.4973,7.9331,1.0,1.4413,11.134,5.4119,5.4119,0.7356,7.9331,0.0,3.7095,0.8068,1.153,1.153,0.8957,2.3169,1.0,-1.3055,-5.348197634850571,0.09616
long,LONG_CONTINUATION,2026-06-15 20:00:00,AVNTUSDT,return_2h,1.4235,1.7794,1.9573,1.5125,False,False,10.9216,14.7571,1.8706,1.4775,4.0,1.0,47.0,1.0,0.8333,2.3057,0.35823034210996213,5.0915,0.8897,0.8897,0.6111,1.6014,19.0,1.5128,2.1285,0.6261,0.6261,1.0,0.7156,19.0,0.7433,3.0077,1.4235,1.4235,0.7391,2.0463,11.0,1.4957,1.0917,0.7162,0.7162,1.0,0.8057,10.0,0.2361,2.4513,1.7794,1.7794,0.84,2.2242,5.0,3.0213,0.9993,0.9874,0.9874,1.0,1.0772,4.0,1.6903,1.5785,2.693,2.693,0.8857,3.1418,2.0,3.8254,0.5519,0.1799,0.1799,0.6364,0.9892,1.0,1.2313,-1.8194085033412177,0.1134
long,LONG_CONTINUATION,2026-06-15 22:00:00,GUAUSDT,return_2h,0.5563,6.2995,-1.2098,-2.1555,False,True,1.0188,2.0546,0.102,1.5592,3.0,1.0,3.0,0.0,0.0157,3.1043,2.8754909549611485,1.544,-0.7648,0.7648,0.3235,2.3641,0.0,7.1061,1.1631,0.8696,0.8696,0.6164,2.23,0.0,8.7621,1.688,0.5563,0.5563,0.8021,2.6005,0.0,11.5387,1.8669,1.8697,1.8697,0.7095,2.9745,0.0,11.7725,6.4648,6.2995,6.2995,0.6702,11.6813,0.0,18.8331,3.1718,7.6324,7.6324,0.8985,8.9943,0.0,12.8901,6.1103,14.3969,14.3969,0.7817,18.9913,0.0,22.0638,0.9102,1.8287,1.8287,0.876,3.8098,0.0,8.0836,-9.097803777138404,0.7136
long,LONG_CONTINUATION,2026-06-15 22:00:00,ALLOUSDT,return_2h,0.1306,2.0329,0.4902,-6.9194,False,True,1.188,9.0401,0.7676,3.3011,3.0,1.0,1.0,0.0,0.8955,19.3892,0.40155140068717604,1.3935,2.6138,2.6138,0.8087,4.0659,0.0,9.0885,2.3758,-0.8454,0.8454,0.4501,4.795,0.0,7.0812,1.5003,0.1306,0.1306,0.1966,4.0925,0.0,8.5731,2.4713,-1.8617,1.8617,0.3194,6.6886,0.0,8.7281,1.762,2.0329,2.0329,0.6615,4.0925,0.0,7.2621,3.3541,3.0589,3.0589,0.3904,7.8423,0.0,5.292,2.8401,5.154,5.154,0.6576,7.8423,0.0,5.0563,2.2898,8.1823,8.1823,0.8156,10.7285,0.0,0.1591,-4.701824805030995,0.38513
long,LONG_CONTINUATION,2026-06-15 22:00:00,ALCHUSDT,return_2h,2.812,2.4751,4.9649,7.44,False,True,2.8597,0.6879,0.4572,0.549,3.0,1.0,47.0,1.0,0.6667,0.5764,0.28782894736842357,9.5055,1.2156,1.2156,0.932,1.5085,19.0,1.9923,0.5633,-0.1463,0.1463,0.0,0.5851,19.0,0.9032,7.6433,2.812,2.812,0.8471,3.5442,19.0,3.8538,1.2049,0.3381,0.3381,0.5122,1.2054,19.0,1.2016,2.2916,2.4751,2.4751,0.6547,4.0715,16.0,3.5274,0.4574,0.1614,0.1614,0.5122,1.2032,15.0,1.2895,1.7163,2.6706,2.6706,0.6893,4.5341,0.0,3.6186,0.5646,1.3381,1.3381,0.7426,2.022,6.0,1.1554,-1.9965257118061153,0.06911
long,LONG_CONTINUATION,2026-06-15 22:00:00,OPNUSDT,return_2h,1.2438,1.3682,-0.1244,-3.1095,False,False,1.2222,2.2719,1.1277,1.6442,4.0,1.0,47.0,0.0,0.8571,1.9032,1.380868691940753,1.2956,1.7413,1.7413,0.9333,1.8657,19.0,2.9643,1.0058,-0.6173,0.6173,0.1429,0.8642,19.0,1.5645,1.3724,1.2438,1.2438,0.5882,2.1144,4.0,2.5641,1.0879,0.625,0.625,0.5625,2.0,3.0,1.4429,1.2806,1.3682,1.3682,0.6471,2.1144,0.0,1.977,1.0189,0.8772,0.8772,0.6667,2.6316,1.0,0.8646,0.9534,2.1303,2.1303,0.8,3.7594,0.0,1.697,0.6713,1.269,1.269,0.64,3.1726,0.0,-0.4305,-8.143105140844348,0.0818
long,LONG_CONTINUATION,2026-06-15 22:00:00,BASEDUSDT,return_2h,-0.7827,1.2215,1.7315,-0.1186,False,False,2.2422,22.8524,2.6808,4.9303,3.0,1.0,0.0,0.0,0.5458,34.7531,6.564115496154334,3.3988,0.2609,0.2609,0.7341,4.1034,0.0,8.3346,7.6679,-2.5537,2.5537,0.4982,6.5634,0.0,8.7954,4.2218,-0.7827,0.7827,0.4069,4.8387,0.0,9.3709,11.9215,4.7187,4.7187,0.5803,8.4316,0.0,10.8577,5.2552,1.2215,1.2215,0.7444,5.3368,0.0,14.0852,8.7342,6.7333,6.7333,0.6981,11.9479,0.0,13.9341,9.8104,8.0243,8.0243,0.8061,11.9479,0.0,19.5094,2.6673,5.1777,5.1777,0.9172,5.79,0.0,11.8622,-1.9323175560998929,0.08454
short,SHORT_CONTINUATION,2026-06-01 00:00:00,AIAUSDT,return_2h,5.0488,12.7726,8.1817,11.5315,False,True,2.3528,4.3253,1.8039,1.263,4.0,0.0,0.0,0.0,0.7411,11.8817,3.078024337866853,1.5298,-2.9401,2.9401,0.2959,8.4709,0.0,4.4503,1.0918,-0.8481,0.8481,0.1461,3.1892,0.0,7.5559,1.1943,-5.0488,5.0488,0.0469,8.4709,0.0,5.399,1.0833,1.6034,1.6034,0.4063,4.7001,0.0,12.1499,2.6475,-12.7726,12.7726,0.177,19.1951,0.0,11.9912,3.0327,3.0668,3.0668,0.7784,12.7763,0.0,30.3743,5.8679,-10.1192,10.1192,0.177,19.779,0.0,22.9084,3.2566,11.2738,11.2738,0.9292,13.4706,0.0,39.2414,-1.624339352376609,0.08055
short,SHORT_CONTINUATION,2026-06-01 00:00:00,GUAUSDT,return_2h,4.7089,5.3742,8.6175,5.0728,False,True,3.7398,4.2256,0.1841,0.5572,3.0,1.0,0.0,1.0,0.6902,4.5015,1.2075105894253289,2.6474,0.9563,0.9563,0.9279,5.4782,1.0,5.9319,1.4419,0.3233,0.3233,0.5926,1.9708,0.0,5.4495,3.6908,-4.7089,4.7089,0.3084,8.763,0.0,2.3823,1.8974,1.0185,1.0185,0.5265,3.3704,0.0,7.9537,5.9697,-5.3742,5.3742,0.2325,8.763,0.0,6.1512,1.9869,2.3075,2.3075,0.6364,4.4449,0.0,12.857,2.6489,-3.2008,3.2008,0.2263,9.2088,0.0,8.7172,0.776,6.1181,6.1181,0.9114,6.7502,0.0,13.3204,-1.5224760342837522,0.9712
short,SHORT_CONTINUATION,2026-06-01 00:00:00,COAIUSDT,return_2h,1.8578,3.2351,2.9148,0.4805,False,True,2.7536,0.4127,-0.54,0.4487,4.0,1.0,6.0,0.0,0.3103,0.6961,-0.09633292659429933,0.9112,-1.4094,1.4094,0.3231,2.082,2.0,-1.1989,0.5337,0.645,0.645,0.4773,1.4189,1.0,0.1492,0.6357,-1.8578,1.8578,0.1343,2.1461,0.0,-0.7772,0.5186,1.2983,1.2983,0.6462,2.1097,0.0,1.2244,1.7366,-3.2351,3.2351,0.2628,4.3882,0.0,0.2805,1.2271,-0.3512,0.3512,0.6067,2.8416,0.0,3.7532,2.2441,-3.5441,3.5441,0.2105,5.4598,0.0,2.0867,2.5597,-0.0958,0.0958,0.4968,4.9473,0.0,6.1107,-1.411525639116702,0.3078
short,SHORT_CONTINUATION,2026-06-01 00:00:00,PLAYUSDT,return_2h,3.7773,3.8798,3.0518,0.1656,False,True,0.8108,5.0764,2.9412,1.4805,5.0,0.0,1.0,0.0,0.7097,8.838,3.06627585083863,1.1082,0.8674,0.8674,0.508,2.9651,0.0,6.0486,0.8271,0.6907,0.6907,0.5085,2.7945,0.0,5.6908,1.678,-3.7773,3.7773,0.1234,6.9632,0.0,16.9631,1.2921,3.0635,3.0635,0.6653,6.1433,0.0,24.4749,3.4225,-3.8798,3.8798,0.4006,10.3541,0.0,31.3519,1.919,5.0352,5.0352,0.7089,7.1967,0.0,39.7322,4.6688,0.9441,0.9441,0.4006,10.8737,0.0,36.8505,3.681,3.5231,3.5231,0.4763,10.3292,0.0,38.3945,-1.505521568291215,0.12791
short,SHORT_CONTINUATION,2026-06-01 00:00:00,MUSDT,return_2h,1.5831,3.5255,3.668,3.7133,False,True,1.2892,0.0,-2.9178,0.0,0.0,1.0,47.0,0.0,0.4262,0.0,-0.9213391572325431,1.5564,0.0388,0.0388,0.7505,1.5701,0.0,0.1591,2.8264,-1.1486,1.1486,0.2301,2.6971,3.0,0.1967,3.228,-1.5831,1.5831,0.4376,3.5806,0.0,0.1154,3.087,-2.0138,2.0138,0.2084,2.9526,0.0,1.8901,3.921,-3.5255,3.5255,0.1196,4.4935,0.0,0.0927,6.5451,-2.2711,2.2711,0.1702,3.6059,0.0,3.9668,5.9429,-5.7409,5.7409,0.0751,6.9872,0.0,1.6364,2.3202,3.3313,3.3313,0.8328,4.3218,1.0,7.8183,-4.947431603391417,3.0901
short,SHORT_CONTINUATION,2026-06-01 02:00:00,ALLOUSDT,return_2h,3.8289,5.3936,8.2437,4.2907,False,True,0.8165,0.6767,-7.6951,1.4552,3.0,1.0,0.0,0.0,0.1354,7.2482,1.4209828289136668,1.1518,-5.7589,5.7589,0.2385,7.7888,1.0,-1.5359,0.4715,-0.0138,0.0138,0.5337,1.944,0.0,4.5053,1.33,-3.8289,3.8289,0.5292,8.4988,0.0,4.1418,1.0458,0.9957,0.9957,0.6115,3.8088,0.0,9.2612,1.2204,-5.3936,5.3936,0.3451,8.4988,0.0,7.8489,1.8675,3.1541,3.1541,0.8447,9.729,0.0,14.6087,1.247,-2.386,2.386,0.3003,10.0775,0.0,5.867,2.8565,7.0414,7.0414,0.2273,38.6024,0.0,8.3014,-17.507772277451828,0.27345
short,SHORT_CONTINUATION,2026-06-01 02:00:00,TAUSDT,return_2h,2.5764,3.9784,5.5482,5.8598,False,True,0.978,1.2005,-2.4879,1.4256,1.0,1.0,1.0,0.0,0.0736,5.6057,0.16154309825195326,1.2559,-1.3661,1.3661,0.4458,2.876,0.0,-0.632,0.782,1.7311,1.7311,0.553,3.6816,0.0,0.7248,1.0662,-2.5764,2.5764,0.025,2.876,0.0,-1.7914,2.8658,-3.1228,3.1228,0.2779,6.977,0.0,0.7193,1.3188,-3.9784,3.9784,0.402,7.0342,0.0,-2.9615,3.1475,-4.0474,4.0474,0.3608,7.8073,0.0,0.9844,2.0283,-7.8648,7.8648,0.2355,11.5212,0.0,5.0768,0.9206,6.0732,6.0732,0.8789,8.2561,0.0,15.2862,-8.315029735546483,0.08231
short,SHORT_CONTINUATION,2026-06-01 02:00:00,GWEIUSDT,return_2h,1.3083,4.608,3.1361,3.1169,False,True,0.9523,0.6454,0.0216,0.2919,3.0,1.0,5.0,0.0,0.9844,0.4252,0.33951272208183525,1.7034,0.6349,0.6349,0.546,1.5681,1.0,1.3643,1.6258,0.1252,0.1252,0.55,1.3485,0.0,0.7658,2.507,-1.3083,1.3083,0.0861,2.9052,0.0,-0.8979,2.371,1.0008,1.0008,0.42,2.4291,0.0,0.258,7.0128,-4.608,4.608,0.117,6.7436,0.0,-5.6643,2.6986,1.4344,1.4344,0.5277,2.9957,6.0,-1.5849,3.2275,-3.2397,3.2397,0.1161,6.8891,3.0,-7.0639,0.7545,-0.5916,0.5916,0.4057,1.028,2.0,-4.4717,-1.7225252173104948,0.10461
short,SHORT_CONTINUATION,2026-06-01 02:00:00,AIAUSDT,return_2h,0.0131,2.1271,3.5977,1.8251,False,True,0.2617,0.3627,0.0864,0.6221,3.0,1.0,4.0,0.0,0.7184,1.7114,1.6656023839931928,0.4251,1.4706,1.4706,0.709,3.2038,1.0,-0.5463,0.2916,-0.4312,0.4312,0.2941,1.7771,0.0,-1.6317,0.3508,-0.0131,0.0131,0.3309,3.6108,0.0,0.982,0.3618,0.2368,0.2368,0.5133,2.9729,0.0,1.2948,0.4882,-2.1271,2.1271,0.2069,5.7117,0.0,11.5175,1.2958,5.2777,5.2777,0.6352,9.5054,0.0,15.8424,1.7657,2.9842,2.9842,0.3939,9.5054,0.0,24.1723,5.8679,-10.1192,10.1192,0.177,19.779,0.0,22.9084,-14.4938146028994,0.07728
short,SHORT_CONTINUATION,2026-06-01 02:00:00,NILUSDT,return_2h,1.4055,1.0296,1.9611,-0.0163,False,False,2.6648,0.1001,-1.2411,0.2582,1.0,1.0,20.0,0.0,0.4521,0.158,-0.4656312070593623,1.3275,-1.4055,1.4055,0.3973,2.386,6.0,-1.1826,0.3385,0.0982,0.0982,0.7179,0.6381,5.0,0.1309,1.0382,-1.4055,1.4055,0.3973,2.386,3.0,-1.0343,0.7482,0.0982,0.0982,0.4375,1.0471,2.0,0.3321,0.7094,-1.0296,1.0296,0.5548,2.386,1.0,-1.9382,0.8402,-0.5365,0.5365,0.2703,1.8046,0.0,-1.239,0.8232,-1.5445,1.5445,0.3616,3.6417,0.0,-5.2417,1.9483,-0.2757,0.2757,0.7436,4.4268,0.0,-4.1063,-1.8251451586421292,0.06033
short,SHORT_CONTINUATION,2026-06-01 04:00:00,ACEUSDT,return_2h,2.6428,2.728,-0.341,-1.5345,True,False,40.1789,139.7612,4.7887,2.6413,5.0,1.0,47.0,1.0,0.4588,25.4494,1.1074580377227923,37.9403,-2.5575,2.5575,0.0417,10.2302,19.0,-0.1136,4.0636,0.2564,0.2564,0.9333,1.2821,19.0,2.5394,34.6902,-2.6428,2.6428,0.0645,10.5712,19.0,-0.2054,6.9017,1.5584,1.5584,0.9474,1.645,19.0,2.5126,23.3774,-2.728,2.728,0.0859,10.9122,1.0,-0.5274,4.0344,1.3829,1.3829,0.9545,1.9015,0.0,2.298,14.8177,-1.3829,1.3829,0.0859,11.0631,0.0,-0.3145,2.1146,1.6711,1.6711,0.7931,2.5506,6.0,1.018,-4.5121588709338765,0.1143
short,SHORT_CONTINUATION,2026-06-01 04:00:00,XLMUSDT,return_2h,1.5555,2.7631,0.14,-4.6625,False,False,2.0756,2.326,0.431,1.5762,2.0,1.0,36.0,1.0,0.0528,2.3465,0.9018279639592945,0.8466,-1.6435,1.6435,0.1402,2.5672,12.0,-1.142,0.4809,0.2084,0.2084,0.7413,1.0379,11.0,0.2644,0.4505,-1.5555,1.5555,0.2608,2.8671,0.0,-2.1041,0.3199,1.8449,1.8449,0.8835,2.3418,3.0,-0.5745,0.4515,-2.7631,2.7631,0.0807,3.6188,0.0,-0.3302,0.3456,0.7615,0.7615,0.8835,2.3169,0.0,2.7866,0.3308,-2.0187,2.0187,0.0807,3.6465,0.0,-1.2668,0.485,1.3805,1.3805,0.5435,3.0062,0.0,-0.2367,-1.6149317376132837,0.24597
short,SHORT_CONTINUATION,2026-06-01 04:00:00,GUAUSDT,return_2h,0.7558,2.2015,6.8127,0.2957,False,True,0.4909,0.2258,-0.6186,0.0557,3.0,1.0,1.0,0.0,0.8659,0.4481,-0.5937105824018116,0.2519,0.4381,0.4381,0.6601,1.6758,3.0,-0.5552,0.3257,-0.3601,0.3601,0.6364,1.5603,2.0,-1.1325,0.3083,-0.7558,0.7558,0.2184,2.2563,0.0,-0.3733,0.4136,-0.5879,0.5879,0.4461,2.2208,0.0,0.503,0.4538,-2.2015,2.2015,0.1458,3.7568,0.0,1.8055,0.9234,-1.8276,1.8276,0.1944,5.0312,0.0,4.5755,0.6703,-4.0099,4.0099,0.0794,6.7727,0.0,5.0483,2.1698,2.1192,2.1192,0.7479,12.8473,0.0,9.9271,-39.1598526570033,0.917
short,SHORT_CONTINUATION,2026-06-01 04:00:00,INUSDT,return_2h,1.4752,2.2586,2.3298,0.6613,False,False,1.1761,3.6183,2.1868,1.6482,5.0,1.0,29.0,1.0,0.9153,2.0724,2.358195250219122,0.4449,-0.997,0.997,0.0595,1.7092,9.0,0.6959,0.4395,0.3882,0.3882,0.5,1.1851,8.0,1.7948,0.6685,-1.4752,1.4752,0.1048,2.3298,0.0,-1.1978,0.7072,1.7079,1.7079,0.7467,2.3704,3.0,0.0061,0.6913,-2.2586,2.2586,0.3172,4.2019,0.0,-3.8218,0.6814,2.3222,2.3222,0.8314,3.5822,1.0,-2.207,0.5824,0.0417,0.0417,0.3172,4.3007,0.0,-7.0791,0.8259,-1.2647,1.2647,0.0201,5.6138,0.0,-7.5141,-45.70613559453663,0.09731
short,SHORT_CONTINUATION,2026-06-01 04:00:00,EPICUSDT,return_2h,0.2506,1.4202,-0.6683,-8.4378,False,False,1.0255,0.3519,-0.9592,0.0347,1.0,1.0,10.0,0.0,0.1667,0.2604,-0.5799502899751501,0.9991,-0.6683,0.6683,0.4878,1.7126,3.0,-1.0815,0.7708,-0.2083,0.2083,0.5667,1.25,2.0,-0.3225,0.8745,-0.2506,0.2506,0.7317,1.7126,0.0,0.0985,0.755,-1.3185,1.3185,0.3469,2.019,0.0,0.4467,0.4354,-1.4202,1.4202,0.1136,1.8379,0.0,-1.1725,1.0758,-1.6427,1.6427,0.2125,3.2854,1.0,0.2784,0.2981,-3.0801,3.0801,0.0485,4.23,0.0,-1.2945,0.2744,0.5367,0.5367,0.8395,3.3443,0.0,1.8999,-15.153155405878493,0.2378
short,SHORT_CONTINUATION,2026-06-01 06:00:00,FETUSDT,return_2h,0.9605,2.4902,4.1266,4.0199,False,True,0.568,1.1701,0.1822,0.4368,3.0,1.0,6.0,0.0,0.4286,0.9021,1.7935258092738333,0.7223,-0.3557,0.3557,0.6429,1.4941,2.0,4.332,1.2102,0.8611,0.8611,0.7885,1.8658,1.0,5.0056,0.785,-0.9605,0.9605,0.2609,1.6364,1.0,3.4195,1.6689,0.7527,0.7527,0.7925,1.8996,0.0,4.5681,0.8621,-2.4902,2.4902,0.2376,3.593,0.0,1.3309,1.9783,3.0048,3.0048,0.8981,3.9575,0.0,3.9417,1.1192,0.4397,0.4397,0.25,3.9575,0.0,1.985,0.7201,3.7657,3.7657,0.9402,4.4504,0.0,2.1283,-8.528201907964615,0.2801
short,SHORT_CONTINUATION,2026-06-01 06:00:00,INITUSDT,return_2h,2.0057,1.3235,-2.033,-3.0154,False,False,0.434,0.4951,0.2793,0.8128,4.0,0.0,17.0,0.0,0.5263,0.5677,0.9551255660765777,1.7655,-1.9648,1.9648,0.285,2.8244,5.0,-0.6471,0.6045,-0.4077,0.4077,0.2653,1.3319,4.0,1.441,1.6718,-2.0057,2.0057,0.2705,2.8244,2.0,0.9204,0.6635,0.4937,0.4937,0.4545,1.8102,1.0,3.188,1.1034,-1.3235,1.3235,0.5121,2.8244,0.0,3.0376,0.8261,0.5626,0.5626,0.5168,2.0447,0.0,4.6857,0.8893,-0.7548,0.7548,0.3869,3.7601,0.0,4.0883,1.8313,0.524,0.524,0.481,2.8958,0.0,5.5023,-1.5155685697495715,0.07185
short,SHORT_CONTINUATION,2026-06-01 06:00:00,ALLOUSDT,return_2h,0.9719,1.0006,2.5124,-2.9084,False,False,0.759,1.0375,-1.8282,1.1713,2.0,1.0,0.0,0.0,0.3171,2.2975,-1.6324646737201045,0.4671,-1.8213,1.8213,0.2041,2.6096,0.0,-2.0939,0.3446,0.2563,0.2563,0.9086,2.213,1.0,-0.4791,0.2932,-0.9719,0.9719,0.5297,2.6096,0.0,-0.8944,0.2585,-0.298,0.298,0.6679,2.9942,0.0,0.1343,0.3229,-1.0006,1.0006,0.5707,2.9264,0.0,4.9018,0.4411,-1.8137,1.8137,0.3037,6.4842,0.0,6.4178,0.3588,-2.7577,2.7577,0.2311,7.0994,0.0,4.931,0.6423,3.0494,3.0494,0.629,10.9188,0.0,8.2876,-21.85493690953517,0.27276
short,SHORT_CONTINUATION,2026-06-01 06:00:00,UBUSDT,return_2h,1.762,1.1899,2.1772,10.1772,False,False,0.4508,1.0498,0.5029,1.1551,3.0,1.0,5.0,0.0,0.1082,2.6567,0.6890116988444761,0.4012,-1.3215,1.3215,0.2405,2.1266,1.0,4.9398,0.354,0.5345,0.5345,0.7078,1.5678,0.0,6.9406,0.3255,-1.762,1.762,0.2039,2.5823,0.0,11.0923,0.3664,2.4324,2.4324,0.8585,3.2986,0.0,14.2447,0.271,-1.1899,1.1899,0.4255,2.5823,0.0,14.4008,0.5647,-0.5639,0.5639,0.6509,5.1052,0.0,16.7158,0.4715,-1.7471,1.7471,0.4191,5.1052,0.0,7.6063,1.0226,10.378,10.378,0.9784,10.7838,0.0,9.5912,-21.380803408627678,0.19489
short,SHORT_CONTINUATION,2026-06-01 06:00:00,BSBUSDT,return_2h,1.8453,0.5272,0.911,3.6731,False,False,1.2705,0.2042,-1.4474,0.2179,1.0,1.0,11.0,0.0,0.4178,0.3874,-1.4210605204598097,1.1077,-0.6591,0.6591,0.5032,3.2308,3.0,2.4192,0.5228,-0.1141,0.1141,0.2694,1.9221,2.0,3.4909,0.7448,-1.8453,1.8453,0.143,3.2572,1.0,2.1771,0.4565,-0.8566,0.8566,0.2694,1.9078,0.0,4.0777,0.8003,-0.5272,0.5272,0.5921,3.6116,0.0,1.1051,0.8106,-2.7847,2.7847,0.1104,4.5642,0.0,1.5496,0.7039,-3.3057,3.3057,0.3121,6.6598,0.0,0.2265,2.0088,10.9024,10.9024,0.8086,14.2871,0.0,3.1206,-21.025783676421312,0.33915
short,SHORT_CONTINUATION,2026-06-01 08:00:00,LITUSDT,return_2h,4.0169,4.4332,6.2786,6.6394,False,True,4.6419,1.9125,-0.5337,0.4439,3.0,1.0,2.0,0.0,0.2119,2.1393,1.2301463718467731,6.0643,-4.1487,4.1487,0.0666,5.0021,0.0,1.4365,2.5136,1.4071,1.4071,0.6612,2.1598,0.0,6.0707,3.5249,-4.0169,4.0169,0.212,5.7583,0.0,2.7795,1.6709,1.6789,1.6789,0.757,3.0192,0.0,7.3365,2.3645,-4.4332,4.4332,0.2102,6.2717,0.0,1.6804,1.685,3.3039,3.3039,0.8407,4.68,0.0,6.3403,1.7798,-1.2757,1.2757,0.2036,6.6867,0.0,0.3281,0.5702,4.7208,4.7208,0.9921,4.7658,0.0,1.6246,-1.951994574585173,1.3816
