scan_count,long_trades,short_trades,total_exposure_per_scan_avg,long_avg_return_2h,short_avg_return_2h,combined_avg_return_2h,long_sharpe,short_sharpe,combined_sharpe,combined_mdd,scan_level_long_short_corr,total_symbol_overlap_events,total_sector_overlap_events,simultaneous_loss_scans,simultaneous_win_scans,simultaneous_loss_pct,simultaneous_win_pct,capital_split_recommendation
55,164,164,5.96,6.8792,4.6387,5.7589,9.9652,10.1047,13.7411,-26.8752,0.0928,3,3,0,49,0.0,89.09,50/50 long-short notional (independent engines)
