rule_id,rule_expr,direction,cluster_id,expr_clusters,empirical_cluster,cluster_members,best_regime,volatility_preference,avg_return_2h,trade_count,status_tags
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.25),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.375),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.5),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.625),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.75),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_obs_low_pct_gte_-2.914012_E_execution_score_gte_-0.27795,(obs_low_pct >= -2.914 AND execution_score >= -0.2779),long,reversal,reversal|execution_aligned,bull_trend,bull_trend|execution_aligned|reversal,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(obs_low_pct >= -2.914 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,strong_breakout,strong_breakout|reversal|recovery,bull_trend,bull_trend|recovery|reversal|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_pattern_confidence_lte_0.452425,(obs_low_pct >= -2.914 AND pattern_confidence <= 0.4524),long,bull_trend,bull_trend|reversal,bull_trend,bull_trend|reversal,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_pattern_confidence_lte_0.474463,(obs_low_pct >= -2.914 AND pattern_confidence <= 0.4745),long,bull_trend,bull_trend|reversal,bull_trend,bull_trend|reversal,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_obs_body_pct_gte_9.53875,(obs_low_pct >= -2.914 AND obs_body_pct >= 9.539),long,reversal,reversal,bull_trend,bull_trend|reversal,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_obs_body_pct_gte_11.448538,(obs_low_pct >= -2.914 AND obs_body_pct >= 11.45),long,reversal,reversal,bull_trend,bull_trend|reversal,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_direction_confidence_gte_0.5648,(obs_low_pct >= -2.914 AND direction_confidence >= 0.5648),long,bull_trend,bull_trend|reversal,bull_trend,bull_trend|reversal,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_direction_confidence_gte_0.6736,(obs_low_pct >= -2.914 AND direction_confidence >= 0.6736),long,bull_trend,bull_trend|reversal,bull_trend,bull_trend|reversal,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.125,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,strong_breakout|reversal,bull_trend,bull_trend|reversal|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.25,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,strong_breakout|reversal,bull_trend,bull_trend|reversal|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.375,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,strong_breakout|reversal,bull_trend,bull_trend|reversal|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.5,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,strong_breakout|reversal,bull_trend,bull_trend|reversal|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.625,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,strong_breakout|reversal,bull_trend,bull_trend|reversal|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.75,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,strong_breakout|reversal,bull_trend,bull_trend|reversal|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(execution_score >= -0.2779 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,strong_breakout,strong_breakout|execution_aligned|recovery,bull_trend,bull_trend|execution_aligned|recovery|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_pattern_confidence_lte_0.452425,(execution_score >= -0.2779 AND pattern_confidence <= 0.4524),long,bull_trend,bull_trend|execution_aligned,bull_trend,bull_trend|execution_aligned,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_pattern_confidence_lte_0.474463,(execution_score >= -0.2779 AND pattern_confidence <= 0.4745),long,bull_trend,bull_trend|execution_aligned,bull_trend,bull_trend|execution_aligned,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_9.53875,(execution_score >= -0.2779 AND obs_body_pct >= 9.539),long,execution_aligned,execution_aligned,bull_trend,bull_trend|execution_aligned,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_obs_body_pct_gte_11.448538,(execution_score >= -0.2779 AND obs_body_pct >= 11.45),long,execution_aligned,execution_aligned,bull_trend,bull_trend|execution_aligned,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.5648,(execution_score >= -0.2779 AND direction_confidence >= 0.5648),long,bull_trend,bull_trend|execution_aligned,bull_trend,bull_trend|execution_aligned,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_direction_confidence_gte_0.6736,(execution_score >= -0.2779 AND direction_confidence >= 0.6736),long,bull_trend,bull_trend|execution_aligned,bull_trend,bull_trend|execution_aligned,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.125,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,strong_breakout|execution_aligned,bull_trend,bull_trend|execution_aligned|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.25,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,strong_breakout|execution_aligned,bull_trend,bull_trend|execution_aligned|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.375,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,strong_breakout|execution_aligned,bull_trend,bull_trend|execution_aligned|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.5,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,strong_breakout|execution_aligned,bull_trend,bull_trend|execution_aligned|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.625,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,strong_breakout|execution_aligned,bull_trend,bull_trend|execution_aligned|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_execution_score_gte_-0.27795_E_rank_obs_return_top5_gte_0.75,(execution_score >= -0.2779 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,strong_breakout|execution_aligned,bull_trend,bull_trend|execution_aligned|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.452425,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4524),long,bull_trend,bull_trend|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_pattern_confidence_lte_0.474463,((obs_return_pct - gap_to_best_entry) >= -5.877 AND pattern_confidence <= 0.4745),long,bull_trend,bull_trend|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_9.53875,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 9.539),long,strong_breakout,strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_obs_body_pct_gte_11.448538,((obs_return_pct - gap_to_best_entry) >= -5.877 AND obs_body_pct >= 11.45),long,strong_breakout,strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.5648,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.5648),long,bull_trend,bull_trend|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_direction_confidence_gte_0.6736,((obs_return_pct - gap_to_best_entry) >= -5.877 AND direction_confidence >= 0.6736),long,bull_trend,bull_trend|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.125,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,strong_breakout|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.25,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,strong_breakout|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.375,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,strong_breakout|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.5,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,strong_breakout|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.625,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,strong_breakout|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771_E_rank_obs_return_top5_gte_0.75,((obs_return_pct - gap_to_best_entry) >= -5.877 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,strong_breakout|strong_breakout|recovery,bull_trend,bull_trend|recovery|strong_breakout,bull,low_volatility,4.6456,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_pattern_confidence_lte_0.474463,(pattern_confidence <= 0.4524 AND pattern_confidence <= 0.4745),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4524 AND obs_body_pct >= 9.539),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4524 AND obs_body_pct >= 11.45),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.5648),long,bull_trend,bull_trend|bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4524 AND direction_confidence >= 0.6736),long,bull_trend,bull_trend|bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.125),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.25),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.375,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.375),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.5,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.5),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.625,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.625),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.75,(pattern_confidence <= 0.4524 AND rank_obs_return_top5 >= 0.75),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4745 AND obs_body_pct >= 9.539),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4745 AND obs_body_pct >= 11.45),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.5648),long,bull_trend,bull_trend|bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4745 AND direction_confidence >= 0.6736),long,bull_trend,bull_trend|bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.125),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.25),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.375,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.375),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.5,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.5),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.625,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.625),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.75,(pattern_confidence <= 0.4745 AND rank_obs_return_top5 >= 0.75),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.0571,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_obs_body_pct_gte_11.448538,(obs_body_pct >= 9.539 AND obs_body_pct >= 11.45),long,mixed,mixed,bull_trend,bull_trend|mixed,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.5648,(obs_body_pct >= 9.539 AND direction_confidence >= 0.5648),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.6736,(obs_body_pct >= 9.539 AND direction_confidence >= 0.6736),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.375,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.5,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.625,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.75,(obs_body_pct >= 9.539 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.5648,(obs_body_pct >= 11.45 AND direction_confidence >= 0.5648),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.6736,(obs_body_pct >= 11.45 AND direction_confidence >= 0.6736),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.375,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.5,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.5),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.625,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.75,(obs_body_pct >= 11.45 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_direction_confidence_gte_0.5648_E_direction_confidence_gte_0.6736,(direction_confidence >= 0.5648 AND direction_confidence >= 0.6736),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.125),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.25),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.375),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.5),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.625),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.5648_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.5648 AND rank_obs_return_top5 >= 0.75),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.125),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.25),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.375),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.5),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.625),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_AND_E_direction_confidence_gte_0.6736_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.6736 AND rank_obs_return_top5 >= 0.75),long,bull_trend,bull_trend|strong_breakout,bull_trend,bull_trend|strong_breakout,bull,low_volatility,4.3405,21,mined_pool|momentum_hybrid
EX_OR_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_0.8912,(direction_confidence >= 0.7824 OR direction_confidence >= 0.8912),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_OR_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_1.0,(direction_confidence >= 0.7824 OR direction_confidence >= 1),long,bull_trend,bull_trend,bull_trend,bull_trend,bull,low_volatility,4.3405,21,mined_pool
EX_OR_E_direction_confidence_gte_0.7824_E_obs_low_pct_gte_-2.914012,(direction_confidence >= 0.7824 OR obs_low_pct >= -2.914),long,bull_trend,bull_trend|reversal,bull_trend,bull_trend|reversal,bull,low_volatility,4.6456,21,mined_pool
