formula_id,rounds_total,rounds_beat_baseline,round_win_rate,stability_std,avg_generalization_score,survived
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SD_1h_current_range_pct_1h_previous_range_pct_gte_21.98114,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_15m_current_body_pct_gte_13.6371,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_15m_current_body_pct_gte_9.0914,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_15m_current_ma20_distance_pct_gte_17.364729,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_15m_current_ma20_distance_pct_gte_26.750886,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_15m_current_return_pct_gte_10.127714,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_1h_current_ma20_distance_pct_gte_20.388471,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_1h_current_ma20_distance_pct_gte_35.705329,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_1h_current_ma20_distance_pct_gte_51.022186,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_2h_current_body_pct_gte_20.609914,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_2h_current_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_2h_current_range_pct_gte_29.928486,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_2h_current_range_pct_gte_44.892729,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_2h_previous_body_pct_gte_34.349857,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_2h_previous_ma20_distance_pct_gte_65.594714,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_30m_current_body_pct_gte_10.647286,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_30m_current_body_pct_gte_15.970929,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_30m_current_range_pct_gte_12.1684,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_30m_current_range_pct_gte_22.8592,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_30m_previous_ma20_distance_pct_gte_39.165157,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SF_derived_range_expansion_gte_19.663914,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SR_1h_current_range_pct_5m_compression_15262639999.999996,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_body_pct_gte_13.6371_SF_15m_current_ma20_distance_pct_gte_17.364729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_body_pct_gte_13.6371_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_body_pct_gte_13.6371_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_17.364729_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_17.364729_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_17.364729_SF_15m_current_body_pct_gte_9.0914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_17.364729_SF_30m_current_body_pct_gte_10.647286,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_17.364729_SF_derived_range_expansion_gte_8.077786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_17.364729_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SD_1h_current_range_pct_1h_previous_range_pct_gte_21.98114,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_15m_current_body_pct_gte_13.6371,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_15m_current_body_pct_gte_9.0914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_1h_current_ma20_distance_pct_gte_51.022186,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_2h_current_range_pct_gte_29.928486,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_2h_current_range_pct_gte_44.892729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_2h_previous_ma20_distance_pct_gte_65.594714,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_30m_current_body_pct_gte_10.647286,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_30m_current_body_pct_gte_15.970929,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_30m_current_range_pct_gte_12.1684,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_30m_current_range_pct_gte_22.8592,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_derived_range_expansion_gte_19.663914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SF_derived_range_expansion_gte_8.077786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_ma20_distance_pct_gte_26.750886_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_15m_current_body_pct_gte_13.6371,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_15m_current_ma20_distance_pct_gte_17.364729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_15m_current_ma20_distance_pct_gte_26.750886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_1h_current_ma20_distance_pct_gte_20.388471,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_1h_current_ma20_distance_pct_gte_35.705329,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_1h_current_ma20_distance_pct_gte_51.022186,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_1h_current_return_pct_gte_8.969214,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_current_body_pct_gte_13.739943,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_current_body_pct_gte_20.609914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_current_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_current_range_pct_gte_29.928486,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_current_range_pct_gte_44.892729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_previous_body_pct_gte_34.349857,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_previous_ma20_distance_pct_gte_65.594714,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_30m_current_body_pct_gte_10.647286,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_30m_current_body_pct_gte_15.970929,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_30m_current_range_pct_gte_22.8592,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SF_30m_previous_ma20_distance_pct_gte_39.165157,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SR_1h_current_range_pct_5m_compression_15262639999.999996,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_15m_current_return_pct_gte_10.127714_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_20.388471_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_20.388471_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SF_2h_current_range_pct_gte_44.892729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2238,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SF_2h_previous_body_pct_gte_34.349857,17,17,1.0,1.2238,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2238,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SF_derived_range_expansion_gte_19.663914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SF_derived_range_expansion_gte_8.077786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_35.705329_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_15m_current_ma20_distance_pct_gte_17.364729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_current_body_pct_gte_13.739943,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_current_body_pct_gte_20.609914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_current_range_pct_gte_44.892729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_previous_body_pct_gte_34.349857,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_derived_range_expansion_gte_19.663914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SF_derived_range_expansion_gte_8.077786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_ma20_distance_pct_gte_51.022186_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_range_pct_1h_previous_range_pct_gte_21.98114,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_return_pct_15m_current_return_pct_gte_9.24094,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_body_pct_gte_13.6371,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_body_pct_gte_9.0914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_ma20_distance_pct_gte_17.364729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_ma20_distance_pct_gte_26.750886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_15m_current_return_pct_gte_10.127714,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_1h_current_ma20_distance_pct_gte_20.388471,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_1h_current_ma20_distance_pct_gte_35.705329,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_1h_current_ma20_distance_pct_gte_51.022186,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_1h_current_return_pct_gte_8.969214,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_body_pct_gte_13.739943,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_body_pct_gte_20.609914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_range_pct_gte_14.964243,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_range_pct_gte_29.928486,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_current_range_pct_gte_44.892729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_previous_body_pct_gte_34.349857,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_previous_ma20_distance_pct_gte_65.594714,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_current_body_pct_gte_10.647286,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_current_body_pct_gte_15.970929,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_current_range_pct_gte_12.1684,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_current_range_pct_gte_22.8592,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_30m_previous_ma20_distance_pct_gte_39.165157,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_derived_range_expansion_gte_19.663914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SF_derived_range_expansion_gte_8.077786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SR_1h_current_range_pct_5m_compression_15262639999.999996,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_18.082043_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_1h_current_range_pct_1h_previous_range_pct_gte_21.98114,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_15m_current_body_pct_gte_13.6371,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_15m_current_body_pct_gte_9.0914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_15m_current_ma20_distance_pct_gte_17.364729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_15m_current_ma20_distance_pct_gte_26.750886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_1h_current_ma20_distance_pct_gte_20.388471,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_1h_current_ma20_distance_pct_gte_35.705329,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_1h_current_ma20_distance_pct_gte_51.022186,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_2h_current_body_pct_gte_20.609914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_2h_current_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_2h_current_range_pct_gte_29.928486,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_2h_current_range_pct_gte_44.892729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_2h_previous_body_pct_gte_34.349857,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_2h_previous_ma20_distance_pct_gte_65.594714,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_30m_current_body_pct_gte_10.647286,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_30m_current_body_pct_gte_15.970929,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_30m_current_range_pct_gte_12.1684,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_30m_current_range_pct_gte_22.8592,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_30m_previous_ma20_distance_pct_gte_39.165157,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SF_derived_range_expansion_gte_19.663914,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SR_1h_current_range_pct_5m_compression_15262639999.999996,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_1h_current_return_pct_gte_8.969214_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_20.609914_SF_2h_previous_body_pct_gte_34.349857,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_27.479886_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_27.479886_SF_15m_current_ma20_distance_pct_gte_17.364729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_27.479886_SF_15m_current_ma20_distance_pct_gte_26.750886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_27.479886_SF_1h_current_ma20_distance_pct_gte_20.388471,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_27.479886_SF_1h_current_ma20_distance_pct_gte_35.705329,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_27.479886_SF_1h_current_ma20_distance_pct_gte_51.022186,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_27.479886_SF_2h_previous_body_pct_gte_34.349857,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_body_pct_gte_27.479886_SF_30m_previous_ma20_distance_pct_gte_39.165157,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_range_pct_gte_44.892729_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_15m_current_ma20_distance_pct_gte_17.364729,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_1h_current_ma20_distance_pct_gte_20.388471,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_2h_previous_body_pct_gte_27.479886,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_2h_previous_return_pct_gte_26.298514,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_30m_previous_ma20_distance_pct_gte_39.165157,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_previous_body_pct_gte_27.479886_SR_1h_current_range_pct_5m_compression_30525279999.999992,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_15m_current_body_pct_gte_13.6371,17,17,1.0,1.2233,15.5785,True
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_2h_current_body_pct_gte_13.739943,17,17,1.0,1.2233,15.5785,True
