rule_id,rule_expr,scope,signal_count,pass_count,fail_count,precision,recall,f1,lift,odds_ratio,avg_return_2h,avg_return_4h,win_rate_pct,pass_scan_count,total_scan_count,pass_per_scan,pass_per_day,trade_frequency_pct,direction,live_pattern,live_score
OR_A_BCD,(A OR (B AND C AND D)),long_LONG_BREAKOUT,312,13,299,0.9231,0.1765,0.2963,4.2353,52.0714,29.6159,32.3895,92.31,13,150,0.0867,0.8667,4.17,long,LONG_BREAKOUT,0.3969
OR_A_BC_D,(A OR (B AND C) OR D),long_LONG_BREAKOUT,312,22,290,0.7727,0.25,0.3778,3.5455,39.8333,21.526,22.1061,86.36,20,150,0.1467,1.4667,7.05,long,LONG_BREAKOUT,-1.0
OR_AD_B_C,((A AND D) OR B OR C),long_LONG_BREAKOUT,312,19,293,0.8421,0.2353,0.3678,3.8638,37.0769,23.0215,23.7211,89.47,19,150,0.1267,1.2667,6.09,long,LONG_BREAKOUT,-1.0
OR_A_BD_C,(A OR (B AND D) OR C),long_LONG_BREAKOUT,312,18,294,0.8333,0.2206,0.3488,3.8235,34.1038,23.246,24.0689,88.89,18,150,0.12,1.2,5.77,long,LONG_BREAKOUT,-1.0
OR_A_B_CD,(A OR B OR (C AND D)),long_LONG_BREAKOUT,312,17,295,0.8824,0.2206,0.3529,4.0484,34.2453,24.7805,26.4346,88.24,17,150,0.1133,1.1333,5.45,long,LONG_BREAKOUT,-1.0
OR_A_B_C_D,(A OR B OR C OR D),long_LONG_BREAKOUT,312,25,287,0.76,0.2794,0.4086,3.4871,46.1429,20.3477,20.2044,88.0,23,150,0.1667,1.6667,8.01,long,LONG_BREAKOUT,-1.0
AND_A,A,short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
AND_B,B,short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
AND_C,C,short_SHORT_CONTINUATION,102,1,101,1.0,0.0556,0.1053,5.6667,4.9412,21.1161,16.1471,100.0,1,84,0.0119,0.0667,0.98,short,SHORT_CONTINUATION,0.2817
AND_D,D,short_SHORT_CONTINUATION,102,4,98,1.0,0.2222,0.3636,5.6667,24.0,13.4192,13.8666,100.0,4,84,0.0476,0.2667,3.92,short,SHORT_CONTINUATION,0.3767
AND_AB,(A AND B),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
AND_AC,(A AND C),short_SHORT_CONTINUATION,102,1,101,1.0,0.0556,0.1053,5.6667,4.9412,21.1161,16.1471,100.0,1,84,0.0119,0.0667,0.98,short,SHORT_CONTINUATION,0.2817
AND_AD,(A AND D),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
AND_BC,(B AND C),short_SHORT_CONTINUATION,102,1,101,1.0,0.0556,0.1053,5.6667,4.9412,21.1161,16.1471,100.0,1,84,0.0119,0.0667,0.98,short,SHORT_CONTINUATION,0.2817
AND_BD,(B AND D),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
AND_CD,(C AND D),short_SHORT_CONTINUATION,102,1,101,1.0,0.0556,0.1053,5.6667,4.9412,21.1161,16.1471,100.0,1,84,0.0119,0.0667,0.98,short,SHORT_CONTINUATION,0.2817
AND_ABC,(A AND B AND C),short_SHORT_CONTINUATION,102,1,101,1.0,0.0556,0.1053,5.6667,4.9412,21.1161,16.1471,100.0,1,84,0.0119,0.0667,0.98,short,SHORT_CONTINUATION,0.2817
AND_ABD,(A AND B AND D),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
AND_ACD,(A AND C AND D),short_SHORT_CONTINUATION,102,1,101,1.0,0.0556,0.1053,5.6667,4.9412,21.1161,16.1471,100.0,1,84,0.0119,0.0667,0.98,short,SHORT_CONTINUATION,0.2817
AND_BCD,(B AND C AND D),short_SHORT_CONTINUATION,102,1,101,1.0,0.0556,0.1053,5.6667,4.9412,21.1161,16.1471,100.0,1,84,0.0119,0.0667,0.98,short,SHORT_CONTINUATION,0.2817
AND_ABCD,(A AND B AND C AND D),short_SHORT_CONTINUATION,102,1,101,1.0,0.0556,0.1053,5.6667,4.9412,21.1161,16.1471,100.0,1,84,0.0119,0.0667,0.98,short,SHORT_CONTINUATION,0.2817
OR_ABC_D,((A AND B AND C) OR D),short_SHORT_CONTINUATION,102,4,98,1.0,0.2222,0.3636,5.6667,24.0,13.4192,13.8666,100.0,4,84,0.0476,0.2667,3.92,short,SHORT_CONTINUATION,0.3767
OR_ABD_C,((A AND B AND D) OR C),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_AB_CD,((A AND B) OR (C AND D)),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_AB_C_D,((A AND B) OR C OR D),short_SHORT_CONTINUATION,102,4,98,1.0,0.2222,0.3636,5.6667,24.0,13.4192,13.8666,100.0,4,84,0.0476,0.2667,3.92,short,SHORT_CONTINUATION,0.3767
OR_ACD_B,((A AND C AND D) OR B),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_AC_BD,((A AND C) OR (B AND D)),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_AC_B_D,((A AND C) OR B OR D),short_SHORT_CONTINUATION,102,4,98,1.0,0.2222,0.3636,5.6667,24.0,13.4192,13.8666,100.0,4,84,0.0476,0.2667,3.92,short,SHORT_CONTINUATION,0.3767
OR_AD_BC,((A AND D) OR (B AND C)),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_A_BCD,(A OR (B AND C AND D)),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_A_BC_D,(A OR (B AND C) OR D),short_SHORT_CONTINUATION,102,4,98,1.0,0.2222,0.3636,5.6667,24.0,13.4192,13.8666,100.0,4,84,0.0476,0.2667,3.92,short,SHORT_CONTINUATION,0.3767
OR_AD_B_C,((A AND D) OR B OR C),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_A_BD_C,(A OR (B AND D) OR C),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_A_B_CD,(A OR B OR (C AND D)),short_SHORT_CONTINUATION,102,3,99,1.0,0.1667,0.2857,5.6667,16.8,15.4549,16.197,100.0,3,84,0.0357,0.2,2.94,short,SHORT_CONTINUATION,0.345
OR_A_B_C_D,(A OR B OR C OR D),short_SHORT_CONTINUATION,102,4,98,1.0,0.2222,0.3636,5.6667,24.0,13.4192,13.8666,100.0,4,84,0.0476,0.2667,3.92,short,SHORT_CONTINUATION,0.3767
AND_A,A,short_SHORT_REVERSAL,388,10,378,1.0,0.1562,0.2703,6.0625,60.0,20.4015,28.402,100.0,8,165,0.0606,0.6667,2.58,short,SHORT_REVERSAL,0.387
AND_B,B,short_SHORT_REVERSAL,388,16,372,1.0,0.25,0.4,6.0625,108.0,17.6434,22.1945,100.0,14,165,0.097,1.0667,4.12,short,SHORT_REVERSAL,0.4692
AND_C,C,short_SHORT_REVERSAL,388,3,385,1.0,0.0469,0.0896,6.0625,15.9344,24.2143,20.6718,100.0,3,165,0.0182,0.2,0.77,short,SHORT_REVERSAL,0.2911
AND_D,D,short_SHORT_REVERSAL,388,11,377,1.0,0.1719,0.2933,6.0625,67.2453,18.2447,24.8025,100.0,9,165,0.0667,0.7333,2.84,short,SHORT_REVERSAL,0.4007
AND_AB,(A AND B),short_SHORT_REVERSAL,388,10,378,1.0,0.1562,0.2703,6.0625,60.0,20.4015,28.402,100.0,8,165,0.0606,0.6667,2.58,short,SHORT_REVERSAL,0.387
AND_AC,(A AND C),short_SHORT_REVERSAL,388,2,386,1.0,0.0312,0.0606,6.0625,10.4516,29.9371,35.096,100.0,2,165,0.0121,0.1333,0.52,short,SHORT_REVERSAL,0.2774
AND_AD,(A AND D),short_SHORT_REVERSAL,388,9,379,1.0,0.1406,0.2466,6.0625,53.0182,19.3502,28.1859,100.0,7,165,0.0545,0.6,2.32,short,SHORT_REVERSAL,0.3733
AND_BC,(B AND C),short_SHORT_REVERSAL,388,2,386,1.0,0.0312,0.0606,6.0625,10.4516,29.9371,35.096,100.0,2,165,0.0121,0.1333,0.52,short,SHORT_REVERSAL,0.2774
AND_BD,(B AND D),short_SHORT_REVERSAL,388,10,378,1.0,0.1562,0.2703,6.0625,60.0,19.2678,26.4925,100.0,8,165,0.0606,0.6667,2.58,short,SHORT_REVERSAL,0.387
AND_CD,(C AND D),short_SHORT_REVERSAL,388,2,386,1.0,0.0312,0.0606,6.0625,10.4516,29.9371,35.096,100.0,2,165,0.0121,0.1333,0.52,short,SHORT_REVERSAL,0.2774
AND_ABC,(A AND B AND C),short_SHORT_REVERSAL,388,2,386,1.0,0.0312,0.0606,6.0625,10.4516,29.9371,35.096,100.0,2,165,0.0121,0.1333,0.52,short,SHORT_REVERSAL,0.2774
AND_ABD,(A AND B AND D),short_SHORT_REVERSAL,388,9,379,1.0,0.1406,0.2466,6.0625,53.0182,19.3502,28.1859,100.0,7,165,0.0545,0.6,2.32,short,SHORT_REVERSAL,0.3733
AND_ACD,(A AND C AND D),short_SHORT_REVERSAL,388,2,386,1.0,0.0312,0.0606,6.0625,10.4516,29.9371,35.096,100.0,2,165,0.0121,0.1333,0.52,short,SHORT_REVERSAL,0.2774
AND_BCD,(B AND C AND D),short_SHORT_REVERSAL,388,2,386,1.0,0.0312,0.0606,6.0625,10.4516,29.9371,35.096,100.0,2,165,0.0121,0.1333,0.52,short,SHORT_REVERSAL,0.2774
AND_ABCD,(A AND B AND C AND D),short_SHORT_REVERSAL,388,2,386,1.0,0.0312,0.0606,6.0625,10.4516,29.9371,35.096,100.0,2,165,0.0121,0.1333,0.52,short,SHORT_REVERSAL,0.2774
OR_ABC_D,((A AND B AND C) OR D),short_SHORT_REVERSAL,388,11,377,1.0,0.1719,0.2933,6.0625,67.2453,18.2447,24.8025,100.0,9,165,0.0667,0.7333,2.84,short,SHORT_REVERSAL,0.4007
OR_ABD_C,((A AND B AND D) OR C),short_SHORT_REVERSAL,388,10,378,1.0,0.1562,0.2703,6.0625,60.0,18.692,24.5496,100.0,8,165,0.0606,0.6667,2.58,short,SHORT_REVERSAL,0.387
OR_AB_CD,((A AND B) OR (C AND D)),short_SHORT_REVERSAL,388,10,378,1.0,0.1562,0.2703,6.0625,60.0,20.4015,28.402,100.0,8,165,0.0606,0.6667,2.58,short,SHORT_REVERSAL,0.387
OR_AB_C_D,((A AND B) OR C OR D),short_SHORT_REVERSAL,388,13,375,1.0,0.2031,0.3377,6.0625,82.5882,18.7173,22.6921,100.0,11,165,0.0788,0.8667,3.35,short,SHORT_REVERSAL,0.4281
OR_ACD_B,((A AND C AND D) OR B),short_SHORT_REVERSAL,388,16,372,1.0,0.25,0.4,6.0625,108.0,17.6434,22.1945,100.0,14,165,0.097,1.0667,4.12,short,SHORT_REVERSAL,0.4692
