formula_id,formula_expr,kind,pass_bonus,source,linear_terms
SF_AND_SF_2h_current_range_pct_gte_29.928486_SF_derived_range_expansion_gte_8.077786,(2h_current_range_pct >= 29.93 AND derived_range_expansion >= 8.078),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_29.928486_SR_1h_current_range_pct_5m_compression_15262639999.999996,(2h_current_range_pct >= 29.93 AND 1h_current_range_pct/5m_compression >= 1.526e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_29.928486_SR_1h_current_range_pct_5m_compression_30525279999.999992,(2h_current_range_pct >= 29.93 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(2h_current_range_pct >= 44.89 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(2h_current_range_pct >= 44.89 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(2h_current_range_pct >= 44.89 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(2h_current_range_pct >= 44.89 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_15m_current_body_pct_gte_9.0914,(2h_current_range_pct >= 44.89 AND 15m_current_body_pct >= 9.091),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_15m_current_ma20_distance_pct_gte_17.364729,(2h_current_range_pct >= 44.89 AND 15m_current_ma20_distance_pct >= 17.36),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_1h_current_ma20_distance_pct_gte_20.388471,(2h_current_range_pct >= 44.89 AND 1h_current_ma20_distance_pct >= 20.39),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_2h_current_range_pct_gte_14.964243,(2h_current_range_pct >= 44.89 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_2h_previous_body_pct_gte_27.479886,(2h_current_range_pct >= 44.89 AND 2h_previous_body_pct >= 27.48),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_2h_previous_ma20_distance_pct_gte_65.594714,(2h_current_range_pct >= 44.89 AND 2h_previous_ma20_distance_pct >= 65.59),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_2h_previous_return_pct_gte_26.298514,(2h_current_range_pct >= 44.89 AND 2h_previous_return_pct >= 26.3),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_30m_current_body_pct_gte_10.647286,(2h_current_range_pct >= 44.89 AND 30m_current_body_pct >= 10.65),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_30m_current_range_pct_gte_12.1684,(2h_current_range_pct >= 44.89 AND 30m_current_range_pct >= 12.17),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_30m_current_range_pct_gte_22.8592,(2h_current_range_pct >= 44.89 AND 30m_current_range_pct >= 22.86),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_30m_previous_ma20_distance_pct_gte_39.165157,(2h_current_range_pct >= 44.89 AND 30m_previous_ma20_distance_pct >= 39.17),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SF_derived_range_expansion_gte_8.077786,(2h_current_range_pct >= 44.89 AND derived_range_expansion >= 8.078),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SR_1h_current_range_pct_5m_compression_15262639999.999996,(2h_current_range_pct >= 44.89 AND 1h_current_range_pct/5m_compression >= 1.526e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_current_range_pct_gte_44.892729_SR_1h_current_range_pct_5m_compression_30525279999.999992,(2h_current_range_pct >= 44.89 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_27.479886_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(2h_previous_body_pct >= 27.48 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_27.479886_SF_2h_current_range_pct_gte_14.964243,(2h_previous_body_pct >= 27.48 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_27.479886_SR_1h_current_range_pct_5m_compression_30525279999.999992,(2h_previous_body_pct >= 27.48 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(2h_previous_body_pct >= 34.35 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(2h_previous_body_pct >= 34.35 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(2h_previous_body_pct >= 34.35 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(2h_previous_body_pct >= 34.35 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_15m_current_body_pct_gte_13.6371,(2h_previous_body_pct >= 34.35 AND 15m_current_body_pct >= 13.64),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_15m_current_body_pct_gte_9.0914,(2h_previous_body_pct >= 34.35 AND 15m_current_body_pct >= 9.091),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_15m_current_ma20_distance_pct_gte_17.364729,(2h_previous_body_pct >= 34.35 AND 15m_current_ma20_distance_pct >= 17.36),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_1h_current_ma20_distance_pct_gte_20.388471,(2h_previous_body_pct >= 34.35 AND 1h_current_ma20_distance_pct >= 20.39),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_2h_current_body_pct_gte_13.739943,(2h_previous_body_pct >= 34.35 AND 2h_current_body_pct >= 13.74),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_2h_current_range_pct_gte_14.964243,(2h_previous_body_pct >= 34.35 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_2h_current_range_pct_gte_29.928486,(2h_previous_body_pct >= 34.35 AND 2h_current_range_pct >= 29.93),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_2h_current_range_pct_gte_44.892729,(2h_previous_body_pct >= 34.35 AND 2h_current_range_pct >= 44.89),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_2h_previous_body_pct_gte_27.479886,(2h_previous_body_pct >= 34.35 AND 2h_previous_body_pct >= 27.48),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_2h_previous_ma20_distance_pct_gte_65.594714,(2h_previous_body_pct >= 34.35 AND 2h_previous_ma20_distance_pct >= 65.59),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_2h_previous_return_pct_gte_26.298514,(2h_previous_body_pct >= 34.35 AND 2h_previous_return_pct >= 26.3),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_30m_current_body_pct_gte_10.647286,(2h_previous_body_pct >= 34.35 AND 30m_current_body_pct >= 10.65),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_30m_current_body_pct_gte_15.970929,(2h_previous_body_pct >= 34.35 AND 30m_current_body_pct >= 15.97),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_30m_current_range_pct_gte_12.1684,(2h_previous_body_pct >= 34.35 AND 30m_current_range_pct >= 12.17),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_30m_current_range_pct_gte_22.8592,(2h_previous_body_pct >= 34.35 AND 30m_current_range_pct >= 22.86),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_30m_previous_ma20_distance_pct_gte_39.165157,(2h_previous_body_pct >= 34.35 AND 30m_previous_ma20_distance_pct >= 39.17),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_derived_range_expansion_gte_19.663914,(2h_previous_body_pct >= 34.35 AND derived_range_expansion >= 19.66),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SF_derived_range_expansion_gte_8.077786,(2h_previous_body_pct >= 34.35 AND derived_range_expansion >= 8.078),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SR_1h_current_range_pct_5m_compression_15262639999.999996,(2h_previous_body_pct >= 34.35 AND 1h_current_range_pct/5m_compression >= 1.526e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_body_pct_gte_34.349857_SR_1h_current_range_pct_5m_compression_30525279999.999992,(2h_previous_body_pct >= 34.35 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(2h_previous_ma20_distance_pct >= 65.59 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(2h_previous_ma20_distance_pct >= 65.59 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(2h_previous_ma20_distance_pct >= 65.59 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(2h_previous_ma20_distance_pct >= 65.59 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_15m_current_body_pct_gte_9.0914,(2h_previous_ma20_distance_pct >= 65.59 AND 15m_current_body_pct >= 9.091),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_15m_current_ma20_distance_pct_gte_17.364729,(2h_previous_ma20_distance_pct >= 65.59 AND 15m_current_ma20_distance_pct >= 17.36),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_1h_current_ma20_distance_pct_gte_20.388471,(2h_previous_ma20_distance_pct >= 65.59 AND 1h_current_ma20_distance_pct >= 20.39),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_2h_current_range_pct_gte_14.964243,(2h_previous_ma20_distance_pct >= 65.59 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_2h_previous_body_pct_gte_27.479886,(2h_previous_ma20_distance_pct >= 65.59 AND 2h_previous_body_pct >= 27.48),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_2h_previous_return_pct_gte_26.298514,(2h_previous_ma20_distance_pct >= 65.59 AND 2h_previous_return_pct >= 26.3),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_30m_current_body_pct_gte_10.647286,(2h_previous_ma20_distance_pct >= 65.59 AND 30m_current_body_pct >= 10.65),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_30m_current_range_pct_gte_12.1684,(2h_previous_ma20_distance_pct >= 65.59 AND 30m_current_range_pct >= 12.17),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_30m_current_range_pct_gte_22.8592,(2h_previous_ma20_distance_pct >= 65.59 AND 30m_current_range_pct >= 22.86),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_30m_previous_ma20_distance_pct_gte_39.165157,(2h_previous_ma20_distance_pct >= 65.59 AND 30m_previous_ma20_distance_pct >= 39.17),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SF_derived_range_expansion_gte_8.077786,(2h_previous_ma20_distance_pct >= 65.59 AND derived_range_expansion >= 8.078),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SR_1h_current_range_pct_5m_compression_15262639999.999996,(2h_previous_ma20_distance_pct >= 65.59 AND 1h_current_range_pct/5m_compression >= 1.526e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_ma20_distance_pct_gte_65.594714_SR_1h_current_range_pct_5m_compression_30525279999.999992,(2h_previous_ma20_distance_pct >= 65.59 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_return_pct_gte_26.298514_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(2h_previous_return_pct >= 26.3 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_return_pct_gte_26.298514_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(2h_previous_return_pct >= 26.3 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_return_pct_gte_26.298514_SF_15m_current_body_pct_gte_9.0914,(2h_previous_return_pct >= 26.3 AND 15m_current_body_pct >= 9.091),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_return_pct_gte_26.298514_SF_2h_current_range_pct_gte_14.964243,(2h_previous_return_pct >= 26.3 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_return_pct_gte_26.298514_SF_2h_previous_body_pct_gte_27.479886,(2h_previous_return_pct >= 26.3 AND 2h_previous_body_pct >= 27.48),ast,50.0,and_pair,[]
SF_AND_SF_2h_previous_return_pct_gte_26.298514_SR_1h_current_range_pct_5m_compression_30525279999.999992,(2h_previous_return_pct >= 26.3 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(30m_current_body_pct >= 10.65 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(30m_current_body_pct >= 10.65 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(30m_current_body_pct >= 10.65 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(30m_current_body_pct >= 10.65 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SF_15m_current_body_pct_gte_9.0914,(30m_current_body_pct >= 10.65 AND 15m_current_body_pct >= 9.091),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SF_2h_current_range_pct_gte_14.964243,(30m_current_body_pct >= 10.65 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SF_2h_previous_body_pct_gte_27.479886,(30m_current_body_pct >= 10.65 AND 2h_previous_body_pct >= 27.48),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SF_2h_previous_return_pct_gte_26.298514,(30m_current_body_pct >= 10.65 AND 2h_previous_return_pct >= 26.3),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SF_30m_previous_ma20_distance_pct_gte_39.165157,(30m_current_body_pct >= 10.65 AND 30m_previous_ma20_distance_pct >= 39.17),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_10.647286_SR_1h_current_range_pct_5m_compression_30525279999.999992,(30m_current_body_pct >= 10.65 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(30m_current_body_pct >= 15.97 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(30m_current_body_pct >= 15.97 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(30m_current_body_pct >= 15.97 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(30m_current_body_pct >= 15.97 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_15m_current_body_pct_gte_13.6371,(30m_current_body_pct >= 15.97 AND 15m_current_body_pct >= 13.64),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_15m_current_body_pct_gte_9.0914,(30m_current_body_pct >= 15.97 AND 15m_current_body_pct >= 9.091),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_15m_current_ma20_distance_pct_gte_17.364729,(30m_current_body_pct >= 15.97 AND 15m_current_ma20_distance_pct >= 17.36),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_1h_current_ma20_distance_pct_gte_20.388471,(30m_current_body_pct >= 15.97 AND 1h_current_ma20_distance_pct >= 20.39),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_2h_current_body_pct_gte_13.739943,(30m_current_body_pct >= 15.97 AND 2h_current_body_pct >= 13.74),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_2h_current_range_pct_gte_14.964243,(30m_current_body_pct >= 15.97 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_2h_current_range_pct_gte_29.928486,(30m_current_body_pct >= 15.97 AND 2h_current_range_pct >= 29.93),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_2h_current_range_pct_gte_44.892729,(30m_current_body_pct >= 15.97 AND 2h_current_range_pct >= 44.89),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_2h_previous_body_pct_gte_27.479886,(30m_current_body_pct >= 15.97 AND 2h_previous_body_pct >= 27.48),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_2h_previous_ma20_distance_pct_gte_65.594714,(30m_current_body_pct >= 15.97 AND 2h_previous_ma20_distance_pct >= 65.59),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_2h_previous_return_pct_gte_26.298514,(30m_current_body_pct >= 15.97 AND 2h_previous_return_pct >= 26.3),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_30m_current_body_pct_gte_10.647286,(30m_current_body_pct >= 15.97 AND 30m_current_body_pct >= 10.65),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_30m_current_range_pct_gte_12.1684,(30m_current_body_pct >= 15.97 AND 30m_current_range_pct >= 12.17),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_30m_current_range_pct_gte_22.8592,(30m_current_body_pct >= 15.97 AND 30m_current_range_pct >= 22.86),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_30m_previous_ma20_distance_pct_gte_39.165157,(30m_current_body_pct >= 15.97 AND 30m_previous_ma20_distance_pct >= 39.17),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_derived_range_expansion_gte_19.663914,(30m_current_body_pct >= 15.97 AND derived_range_expansion >= 19.66),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SF_derived_range_expansion_gte_8.077786,(30m_current_body_pct >= 15.97 AND derived_range_expansion >= 8.078),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SR_1h_current_range_pct_5m_compression_15262639999.999996,(30m_current_body_pct >= 15.97 AND 1h_current_range_pct/5m_compression >= 1.526e+10),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_body_pct_gte_15.970929_SR_1h_current_range_pct_5m_compression_30525279999.999992,(30m_current_body_pct >= 15.97 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(30m_current_range_pct >= 12.17 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(30m_current_range_pct >= 12.17 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(30m_current_range_pct >= 12.17 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(30m_current_range_pct >= 12.17 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SF_15m_current_body_pct_gte_9.0914,(30m_current_range_pct >= 12.17 AND 15m_current_body_pct >= 9.091),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SF_1h_current_ma20_distance_pct_gte_20.388471,(30m_current_range_pct >= 12.17 AND 1h_current_ma20_distance_pct >= 20.39),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SF_2h_current_range_pct_gte_14.964243,(30m_current_range_pct >= 12.17 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SF_2h_previous_body_pct_gte_27.479886,(30m_current_range_pct >= 12.17 AND 2h_previous_body_pct >= 27.48),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SF_2h_previous_return_pct_gte_26.298514,(30m_current_range_pct >= 12.17 AND 2h_previous_return_pct >= 26.3),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SF_30m_current_body_pct_gte_10.647286,(30m_current_range_pct >= 12.17 AND 30m_current_body_pct >= 10.65),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SF_30m_previous_ma20_distance_pct_gte_39.165157,(30m_current_range_pct >= 12.17 AND 30m_previous_ma20_distance_pct >= 39.17),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_12.1684_SR_1h_current_range_pct_5m_compression_30525279999.999992,(30m_current_range_pct >= 12.17 AND 1h_current_range_pct/5m_compression >= 3.053e+10),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SD_1h_current_body_pct_1h_previous_body_pct_gte_18.78308,(30m_current_range_pct >= 22.86 AND (1h_current_body_pct - 1h_previous_body_pct) >= 18.78),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SD_1h_current_range_pct_1h_previous_range_pct_gte_5.76056,(30m_current_range_pct >= 22.86 AND (1h_current_range_pct - 1h_previous_range_pct) >= 5.761),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SD_1h_current_return_pct_15m_current_return_pct_lte_-12.62842,(30m_current_range_pct >= 22.86 AND (1h_current_return_pct - 15m_current_return_pct) <= -12.63),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SD_2h_current_return_pct_1h_current_return_pct_gte_13.61786,(30m_current_range_pct >= 22.86 AND (2h_current_return_pct - 1h_current_return_pct) >= 13.62),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SF_15m_current_body_pct_gte_9.0914,(30m_current_range_pct >= 22.86 AND 15m_current_body_pct >= 9.091),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SF_15m_current_ma20_distance_pct_gte_17.364729,(30m_current_range_pct >= 22.86 AND 15m_current_ma20_distance_pct >= 17.36),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SF_1h_current_ma20_distance_pct_gte_20.388471,(30m_current_range_pct >= 22.86 AND 1h_current_ma20_distance_pct >= 20.39),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SF_2h_current_range_pct_gte_14.964243,(30m_current_range_pct >= 22.86 AND 2h_current_range_pct >= 14.96),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SF_2h_previous_body_pct_gte_27.479886,(30m_current_range_pct >= 22.86 AND 2h_previous_body_pct >= 27.48),ast,50.0,and_pair,[]
SF_AND_SF_30m_current_range_pct_gte_22.8592_SF_2h_previous_return_pct_gte_26.298514,(30m_current_range_pct >= 22.86 AND 2h_previous_return_pct >= 26.3),ast,50.0,and_pair,[]
